,texts,predictions,references,BLEU_1,BLEU_2,BLEU_3,BLEU_4,cosin similarity
10,I told you I 'll take care of it later .,"Ông cũng cho biết thêm , trong thời_gian ở Việt_Nam , ông thường đi thăm các tỉnh miền Bắc và miền Trung Việt_Nam . Ông cũng rất thích đi thăm các tỉnh miền Trung Việt_Nam . Ông cũng rất thích đi thăm các tỉnh miền Trung Việt_Nam . Ông cũng rất thích đi thăm các tỉnh miền Trung Việt_Nam . Ông",Đã bảo là tôi sẽ xử lý sau rồi còn gì .,0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.3191102147102356
11,Reaper 's parents led the first team of archeologists to Olduvai .,Đây là lần đầu_tiên Việt_Nam có một bệnh_viện tư_nhân đạt tiêu_chuẩn quốc_tế . Đây là bệnh_viện tư_nhân đầu_tiên trên thế_giới đạt tiêu_chuẩn quốc_tế . Bệnh_viện tư_nhân này là nơi duy_nhất trên thế_giới đạt tiêu_chuẩn quốc_tế . Bệnh_viện tư_nhân này là nơi duy_nhất trên thế_giới đạt tiêu_chuẩn quốc_tế . Bệnh_viện tư_nhân này là nơi duy_nhất trên thế_giới đạt tiêu_chuẩn quốc_tế . Bệnh_viện,Bố mẹ của Reaper là trưởng nhóm khảo cổ ở Olduvai .,0.03278688524590164,0.007392212709545732,0.0074233385040231485,0.0035548168188028837,0.2681070566177368
12,"She was discovered by Nilver Huarac , and has performed with Alma Bella , Lisette , and her current partner Dilbert Aguilar .","Theo đó , các cơ_quan_chức_năng sẽ tiến_hành điều_tra , khảo_sát để tìm ra nguyên_nhân vì sao . Theo đó , các cơ_quan_chức_năng sẽ tiến_hành điều_tra , khảo_sát để tìm ra nguyên_nhân vì sao . Theo đó , các cơ_quan_chức_năng sẽ tiến_hành điều_tra , khảo_sát để tìm ra nguyên_nhân vì sao . Theo đó , các cơ_quan_chức_năng sẽ tiến_hành điều_tra , khảo_sát","Cô được phát hiện bởi Nilver Huarac , và đã biểu diễn cùng Alma Bella , Lisette và đối tác hiện tại của cô Dilbert Aguilar .",0.049180327868852444,0.009053574604251853,0.009091695761406058,0.003934051501215765,0.22483836114406586
13,"For the last time , give me your wallet .","Theo đó , các bên liên_quan sẽ phải tuân_thủ các quy_định của pháp_luật Việt_Nam về bảo_vệ môi_trường trong đó có việc bảo_vệ môi_trường . Các bên liên_quan sẽ phải tuân_thủ các quy_định của pháp_luật Việt_Nam về bảo_vệ môi_trường trong đó có việc bảo_vệ môi_trường . Các bên liên_quan sẽ phải tuân_thủ các quy_định của pháp_luật Việt_Nam về bảo_vệ môi_trường trong đó","Lần cuối cùng , đưa ví cho tao !",0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.23299798369407654
14,"If you have 15.3 grams of 10K gold scrap , USD$ 1,600 divided by 31.1 equals USD$ 51.45 , and that amount multiplied by .4167 ( 10K ) equals USD$ 21.44 per gram  ,  USD$ 21.44 multiplied by 15.3 grams equals USD$ 328.02","Trong đó , phải kể đến vai_trò của người đứng đầu trong việc quản_lý , điều_hành các hoạt_động của cả một hệ_thống . Trong đó , phải kể đến vai_trò của người đứng đầu trong việc quản_lý , điều_hành các hoạt_động của cả một hệ_thống . Trong đó , phải kể đến vai_trò của người đứng đầu trong việc quản_lý ,","Nếu bạn có 15,3 gam vàng tạp chất , lấy 1,600 đô la chia cho 31,1 để được 1,17 triệu đồng , và lấy số đó nhân cho 0,4167 ( 10 K ) được 21.44 đô la / gam . 21.44 đô la nhân cho 15,3 gam được 328.02 đô la .",0.0819672131147541,0.01168811455530461,0.011737328757570085,0.004469945504361893,0.256422758102417
15,I 'm afraid you are responsible .,"Theo đó , từ tháng 3 đến tháng 11 , các địa_phương trên cả nước sẽ đồng_loạt tổ_chức các hoạt_động văn_hoá , thể_thao , du_lịch . Trong đó , đáng chú_ý là các hoạt_động văn_hoá , thể_thao , du_lịch . Đặc_biệt , lần đầu_tiên tại Việt_Nam , các địa_phương sẽ tổ_chức các hoạt_động văn_hoá , thể_thao , du_lịch , du_lịch .",Tôi sợ rằng ông phải có trách nhiệm .,0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.26251864433288574
16,"An old villain can be all that , but might also be twisted that way by life 's circumstances - giving him a lot more depth .","Ngoài_ra , còn phải kể đến tình_trạng quá_tải tại các cảng biển , cảng cá , cảng cá , cảng cá . Đặc_biệt là tình_trạng quá_tải tại các cảng biển , cảng cá , cảng cá , cảng cá , cảng cá , cảng cá , cảng cá , cảng cá , cảng cá , cảng cá , cảng cá .","Một kẻ ác già dặn cũng có mọi tính chất như vậy , nhưng có thể biến đổi tuỳ theo hoàn cảnh , tạo thêm chiều sâu cho tính cách của nhân vật .",0.049180327868852444,0.009053574604251853,0.009091695761406058,0.003934051501215765,0.222965806722641
17,Take care of shallow water .,"Dự_kiến , trong năm 2011 , công_ty sẽ khởi_công xây_dựng một loạt các tuyến đường mới và nâng_cấp các tuyến đường cũ . Dự_kiến , công_ty sẽ khởi_công xây_dựng các tuyến đường mới và nâng_cấp các tuyến đường cũ . Theo dự_kiến , công_ty sẽ khởi_công xây_dựng các tuyến đường mới và nâng_cấp các tuyến đường cũ , nâng_cấp các tuyến",Dọn dẹp khu vực trũng thấp .,0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.38868701457977295
18,"Launched in 2004 , the Girl Detective series features Nancy driving a hybrid electric vehicle and using a cell phone .","Ông cũng cho biết thêm , trong quá_trình nghiên_cứu , các nhà_khoa_học đã phát_hiện ra rất nhiều công_trình nghiên_cứu có giá_trị . Điển_hình là công_trình nghiên_cứu về bệnh ung_thư . Các nhà_khoa_học đã phát_hiện ra bệnh ung_thư . Các nhà_khoa_học đã phát_hiện ra bệnh ung_thư giai_đoạn cuối . Các nhà_khoa_học đã phát_hiện ra bệnh ung_thư giai_đoạn cuối . Các nhà_khoa_học đã","Từ năm 2004 , Nancy trong loạt truyện Nữ thám tử đã lái xe hơi hybrid chạy điện hiện đại cũng như sử dụng điện thoại di động .",0.0819672131147541,0.01168811455530461,0.011737328757570085,0.004469945504361893,0.3752709627151489
19,How was this possible ?,Lý_do vì sao ? Lý_do vì sao ? Lý_do vì sao ? Lý_do vì sao ? Lý_do vì sao ? Lý_do vì sao ? Lý_do vì sao ? Lý_do vì sao ? Lý_do vì sao ? Lý_do vì sao ? Lý_do vì sao ? Lý_do vì sao ? Lý_do vì sao ? Lý_do vì sao ? Lý_do vì sao ? Lý_do,Điều này xảy ra thế nào ?,0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.4511549174785614
20,"my mama does n't say "" yes "" she says , "" ah ha "" and suddenly the sky in her mouth becomes a Hector Lavoe song .","Trong khi đó , các tỉnh , thành khác cũng có những quy_định tương_tự . Các tỉnh , thành khác cũng có những quy_định tương_tự . Các tỉnh , thành khác cũng có những quy_định tương_tự . Các tỉnh , thành khác cũng có những quy_định tương_tự . Các tỉnh , thành khác cũng có những quy_định tương_tự . Các tỉnh","mẹ không nói "" có "" mẹ nói "" à ha "" và bầu trời ngôn ngữ từ miệng bà bỗng thành bản hoà ca Hector Lavoe",0.03278688524590164,0.007392212709545732,0.0074233385040231485,0.0035548168188028837,0.2920466363430023
21,A lobule of the lung enclosed in septa and supplied by a terminal bronchiole that branches into the respiratory bronchioles .,Đây là một trong những lý_do chính khiến các cơ_quan_chức_năng phải vào_cuộc . Video clip : Cận_cảnh quy_trình sản_xuất bò Kobe . Video clip : Cận_cảnh quy_trình sản_xuất bò Kobe . Video clip : Cận_cảnh quy_trình sản_xuất bò Kobe . Video clip : Cận_cảnh quy_trình sản_xuất bò Kobe . Video clip : Cận_cảnh quy_trình sản_xuất bò Kobe . Video clip :,Một tiểu thuỳ của phổi được bao bọc trong vách ngăn và được cung cấp bởi một phế quản cuối phân nhánh vào các tiểu phế quản hô hấp .,0.06557377049180328,0.01045416746978633,0.01049818599047594,0.00422741345345173,0.25616079568862915
22,"I mean , I can get him fixed .","Theo đó , từ tháng 4 đến tháng 9 hàng năm , các cơ_quan_chức_năng sẽ tiến_hành kiểm_tra việc thực_hiện các quy_định về bảo_vệ môi_trường của các công_trình xây_dựng . Từ tháng 4 đến tháng 9 , các cơ_quan_chức_năng sẽ tiến_hành kiểm_tra việc thực_hiện các quy_định về bảo_vệ môi_trường của các công_trình xây_dựng . Từ tháng 4 đến tháng 9 , các","Ý tôi là , tôi có thể đưa nó đi sửa .",0.03278688524590164,0.007392212709545732,0.0074233385040231485,0.0035548168188028837,0.266535222530365
23,"Yes , now that 's all I remember !","Theo đó , các cơ_quan_chức_năng sẽ kiểm_tra , giám_sát việc thực_hiện các quy_định của pháp_luật về bảo_vệ và phát_triển nguồn nước . Cụ_thể , các cơ_quan_chức_năng sẽ kiểm_tra , giám_sát việc thực_hiện các quy_định của pháp_luật về bảo_vệ và phát_triển nguồn nước . Các cơ_quan_chức_năng sẽ kiểm_tra , giám_sát việc thực_hiện các quy_định của pháp_luật về bảo_vệ và phát_triển nguồn nước","Phải , bây giờ tôi chỉ nhớ có bao nhiêu đó !",0.03278688524590164,0.007392212709545732,0.0074233385040231485,0.0035548168188028837,0.18071086704730988
24,Where did you find it ?,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,Anh tìm thấy nó ở đâu vậy ?,0.0,0.0,0.0,0.0,0.2831951081752777
25,Learn to beatbox .,"Theo đó , mục_tiêu của chương_trình này là nhằm cải_thiện chất_lượng cuộc_sống của người_dân Việt_Nam . Mục_tiêu của chương_trình là nhằm cải_thiện chất_lượng cuộc_sống của người_dân Việt_Nam . Mục_tiêu của chương_trình là nhằm cải_thiện chất_lượng cuộc_sống của người_dân Việt_Nam . Mục_tiêu của chương_trình là nhằm cải_thiện chất_lượng cuộc_sống của người_dân Việt_Nam . Mục_tiêu của chương_trình là nhằm cải_thiện chất_lượng cuộc_sống của",Luyện beatbox .,0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.20514225959777832
26,"Little wog , let me tell you something .",Dự_án này được xây_dựng trên cơ_sở nâng_cấp từ dự_án nâng_cấp các công_trình thuỷ_lợi . Dự_án được xây_dựng trên cơ_sở nâng_cấp từ dự_án nâng_cấp các công_trình thuỷ_lợi . Dự_án được xây_dựng trên cơ_sở nâng_cấp từ dự_án nâng_cấp các công_trình thuỷ_lợi . Dự_án được xây_dựng trên cơ_sở nâng_cấp từ dự_án nâng_cấp các công_trình thuỷ_lợi . Dự_án được xây_dựng trên cơ_sở nâng_cấp từ dự_án,"Nhóc con , để tôi nói cậu nghe .",0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.1409779191017151
27,"For example , use regional terms such as "" soda "" versus "" pop "" to establish geography .","Trong khi đó , theo quy_định , các tiêu_chuẩn khác đều phải áp_dụng theo tiêu_chuẩn quốc_tế . Theo đó , các tiêu_chuẩn này đều phải áp_dụng theo tiêu_chuẩn quốc_tế . Các tiêu_chuẩn này đều phải áp_dụng theo tiêu_chuẩn quốc_tế . Tiêu_chuẩn quốc_tế . Tiêu_chuẩn quốc_tế . Tiêu_chuẩn quốc_tế . Tiêu_chuẩn quốc_tế . Tiêu_chuẩn quốc_tế . Tiêu_chuẩn quốc_tế . Tiêu_chuẩn quốc_tế .","Ví dụ , sử dụng từ ngữ địa phương như "" trái thơm "" thay cho "" quả dứa "" để tạo sự khác nhau về địa lý .",0.049180327868852444,0.009053574604251853,0.009091695761406058,0.003934051501215765,0.28785282373428345
28,"After the 1964 Tokyo Olympics , Nintendo 's stock price plummeted to its lowest recorded level of ¥ 60 .","( Chinhphu.vn ) - Theo tin từ VTV , trong tuần này , các cơ_quan_chức_năng của Việt_Nam sẽ tiến_hành kiểm_tra việc thực_hiện các quy_định về bảo_vệ môi_trường đối_với các trang_trại , các trang_trại , các trang_trại , các trang_trại , các trang_trại , các trang_trại , các trang_trại , các trang_trại , các trang_trại , các trang_trại , các trang_trại ,","Sau Thế vận hội Tokyo 1964 , giá cổ phiếu của Nintendo đã giảm mạnh xuống mức thấp nhất được ghi nhận là ¥ 60 .",0.03278688524590164,0.007392212709545732,0.0074233385040231485,0.0035548168188028837,0.30821722745895386
29,Mark the shadow 's new location .,"Theo đó , các cơ_quan_chức_năng của Việt_Nam sẽ hỗ_trợ kinh_phí để nâng_cấp , sửa_chữa và nâng_cấp các công_trình thuỷ_lợi của Việt_Nam trong thời_gian tới . Theo đó , các cơ_quan_chức_năng sẽ hỗ_trợ nâng_cấp , sửa_chữa các công_trình thuỷ_lợi của Việt_Nam . Các cơ_quan_chức_năng sẽ hỗ_trợ nâng_cấp các công_trình thuỷ_lợi của Việt_Nam trong thời_gian tới . Các cơ_quan_chức_năng sẽ hỗ_trợ nâng_cấp các",Đánh dấu vị trí mới của bóng cọc .,0.03278688524590164,0.007392212709545732,0.0074233385040231485,0.0035548168188028837,0.24947555363178253
30,We have a situation where private companies are applying censorship standards that are often quite arbitrary and generally more narrow than the free speech constitutional standards that we have in democracies .,"Theo đó , các cơ_quan_chức_năng sẽ chọn ra các địa_phương để xây_dựng các điểm tham_quan , ngắm cảnh . Các điểm tham_quan , ngắm cảnh . Ảnh : Internet . Các điểm tham_quan , ngắm cảnh . Ảnh : Internet . Các điểm tham_quan , ngắm cảnh . Ảnh : Internet . Các điểm tham_quan , ngắm cảnh . Ảnh :",Chúng ta có một tình huống là những công ty tư nhân đang áp dụng các tiêu chuẩn kiểm duyệt một cách khá tuỳ tiện và thông thường là hẹp hơn so với những tiêu chuẩn hiến pháp về tự do ngôn luận mà chúng ta đang có ở các nền dân chủ .,0.049180327868852444,0.009053574604251853,0.009091695761406058,0.003934051501215765,0.3365468978881836
31,David got ammonium nitrate instead .,"Đây là lần đầu_tiên trong lịch_sử , một trận bóng_đá được đưa vào sử_dụng . Đây là trận đấu đầu_tiên giữa hai đội bóng . Trận đấu sẽ được truyền_hình trực_tiếp . Đây là trận đấu đầu_tiên giữa hai đội bóng . Trận đấu sẽ được truyền_hình trực_tiếp . Trận đấu sẽ được truyền_hình trực_tiếp . Trận đấu sẽ được phát_sóng",David đã có được Nitrat amoni .,0.03278688524590164,0.007392212709545732,0.0074233385040231485,0.0035548168188028837,0.31692102551460266
32,- The water system plans ?,Họ là ai ? Họ là ai ? Họ là ai ? Họ là ai ? Họ là ai ? Họ là ai ? Họ là ai ? Họ là ai ? Họ là ai ? Họ là ai ? Họ là ai ? Họ là ai ? Họ là ai ? Họ là ai ? Họ là ai ? Họ,- Còn hệ thống nước ?,0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.4806241989135742
33,"For the Skey test , start by purchasing a gold tester or gold verification pen employing the Skey method .","Trong đó , phải kể đến các trường_hợp như : bệnh_nhân nhiễm HIV / AIDS , bệnh_nhân nhiễm HIV / AIDS , bệnh_nhân nhiễm HIV / AIDS , bệnh_nhân nhiễm HIV / AIDS , bệnh_nhân nhiễm HIV / AIDS , bệnh_nhân nhiễm HIV / AIDS , bệnh_nhân nhiễm HIV / AIDS , bệnh_nhân nhiễm HIV / AIDS , bệnh_nhân nhiễm HIV","Đối với phép thử Skey , đầu tiên bạn cần mua một cây bút thử vàng dùng cho phương pháp này .",0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.20956815779209137
34,"Be careful to avoid : Fatty and greasy foods , especially fried food .","Theo đó , các cơ_quan_chức_năng sẽ xây_dựng kế_hoạch và tổ_chức thực_hiện . Lễ khởi_công sẽ được tiến_hành vào tháng 9/2014. Lễ khởi_công sẽ được tiến_hành vào tháng 9/2014. Lễ khởi_công sẽ được tiến_hành vào tháng 9/2014. Lễ khởi_công sẽ được tiến_hành vào tháng 9/2014. Lễ khởi_công sẽ được tiến_hành vào tháng 9/2014. Lễ khởi_công sẽ được","Hãy cẩn thận để tránh : Thực phẩm giàu chất béo và mỡ , đặt biệt là thức ăn chiên rán .",0.05357142857142857,0.009869275424396536,0.009914652599662606,0.004295119260690564,0.25960949063301086
35,The blue numbers represent the lowest ratings and the red numbers represent the highest ratings NR denotes that the drama did not rank in the Top 20 daily programs on that date .,"Trong khi đó , các chuyên_gia cho biết , có khả_năng xảy ra hiện_tượng cá chết hàng_loạt ở Hồ Bắc . Khi nào cá chết ở Hồ Bắc ? Khi nào cá chết ở Hồ Bắc ? Khi nào cá chết ở Hồ Bắc ? Khi nào cá chết ở Hồ Bắc ? Khi nào cá chết ở Hồ Bắc ?",Những con số màu xanh đại diện thấp nhất và đánh giá của những con số đỏ đại diện cho các đánh giá cao nhất NR chứng tỏ rằng kịch đã không phải là thứ hạng trong Top 20 chương trình hàng ngày vào ngày đó .,0.06557377049180328,0.01045416746978633,0.01049818599047594,0.00422741345345173,0.34981080889701843
36,The components do n't really matter .,"Trong khi đó , theo các chuyên_gia , để bảo_vệ chủ_quyền quốc_gia , Việt_Nam cần phải bảo_vệ chủ_quyền quốc_gia trên biển và trên bộ . Cụ_thể , Việt_Nam cần bảo_vệ chủ_quyền quốc_gia trên biển và trên bộ . Đặc_biệt , cần bảo_vệ chủ_quyền quốc_gia trên biển bằng cách bảo_vệ chủ_quyền quốc_gia trên biển và trên bộ . Ngoài_ra , cần bảo_vệ",Nhiều thành phần không quá quan trọng .,0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.3467715084552765
37,To get back my i Pod ?,Ông cho biết thêm : Chúng_tôi đã chuẩn_bị rất kỹ cho việc này . Chúng_tôi đã chuẩn_bị rất kỹ cho việc này . Chúng_tôi đã chuẩn_bị rất kỹ cho việc này . Chúng_tôi đã chuẩn_bị rất kỹ cho việc này . Chúng_tôi đã chuẩn_bị rất kỹ cho việc này . Chúng_tôi đã chuẩn_bị rất kỹ cho việc này . Chúng_tôi đã,Để lấy lại iPod à ?,0.0,0.0,0.0,0.0,0.3447956442832947
38,Paraldehyde has a hot burning taste and can upset the stomach .,( HNM ) - Việt_Nam đã chính_thức được công_nhận là một trong những quốc_gia có nền bóng_đá mạnh nhất thế_giới . ( HNM ) - Việt_Nam đã chính_thức được công_nhận là một trong những quốc_gia có nền bóng_đá mạnh nhất thế_giới . ( HNM ) - Việt_Nam đã chính_thức được công_nhận là một trong những quốc_gia có nền bóng_đá mạnh nhất,Paraldehyd có vị nóng bỏng và có thể gây khó chịu cho dạ dày .,0.049180327868852444,0.009053574604251853,0.009091695761406058,0.003934051501215765,0.2576207220554352
39,Because you shot it !,"Trong khi đó , các địa_phương khác cũng có những cách làm rất hay để bảo_vệ quyền_lợi của người_dân . Điển_hình như tỉnh Bình_Dương , cách đây hơn 10 năm , tỉnh này cũng đã có cách bảo_vệ quyền_lợi của người_dân rất hay . Điển_hình như tỉnh Bình_Thuận , cách đây gần 10 năm , tỉnh này đã bảo_vệ quyền_lợi của",Bởi vì anh đã bắn nó !,0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.3038109838962555
40,We preserve the anonymity of all of our volunteers .,"Theo đó , các cơ_quan_chức_năng đã xác_định được danh_tính các nạn_nhân , xác_định danh_tính các nạn_nhân , xác_định danh_tính các nạn_nhân , xác_định danh_tính các nạn_nhân , xác_định danh_tính các nạn_nhân , xác_định danh_tính các nạn_nhân , xác_định danh_tính các nạn_nhân , xác_định danh_tính các nạn_nhân , xác_định danh_tính các nạn_nhân , xác_định danh_tính các nạn_nhân , xác_định danh_tính các nạn_nhân",Chúng tôi đảm bảo tính nặc danh cho mọi tình nguyện viên .,0.0,0.0,0.0,0.0,0.25078630447387695
41,Go look after the horses .,"Cả hai đều là những đối_tượng dễ bị tổn_thương , dễ bị tổn_thương . Cả hai đều là đối_tượng dễ bị tổn_thương , dễ bị tổn_thương . Cả hai đều là đối_tượng dễ bị tổn_thương , dễ bị tổn_thương . Cả hai đều là đối_tượng dễ bị tổn_thương . Cả hai đều là đối_tượng dễ bị tổn_thương , dễ bị tổn_thương",Đi coi chừng ngựa đi .,0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.2720414102077484
42,But that thought is actually an expression of a sort of seductive line of argument that 's in the air .,"Ngoài_ra , còn phải kể đến các ca trực đêm , trực ca đêm và các ca trực đêm . Các ca trực đêm là những ca rất nặng . Các ca trực đêm là những ca rất nặng . Các ca trực đêm là những ca rất nặng . Các ca trực đêm là những ca rất nặng . Các",Nhưng suy nghĩ đó thực ra là sự biểu lộ cho lời lập luận đầy cám dỗ trong không trung .,0.03278688524590164,0.007392212709545732,0.0074233385040231485,0.0035548168188028837,0.3538898527622223
43,He should trust me above the Northman .,"Theo đó , các cơ_quan_chức_năng sẽ tiến_hành các thủ_tục pháp_lý cần_thiết để đưa vào hoạt_động . Theo đó , các cơ_quan_chức_năng sẽ tiến_hành các thủ_tục pháp_lý cần_thiết để đưa vào hoạt_động . Các cơ_quan_chức_năng sẽ tiến_hành các thủ_tục pháp_lý cần_thiết để đưa vào hoạt_động . Các cơ_quan_chức_năng sẽ tiến_hành các thủ_tục pháp_lý cần_thiết để đưa vào hoạt_động . Các cơ_quan_chức_năng sẽ",Hắn nên tin ta hơn tên phương bắc .,0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.2975277900695801
44,It 's bad enough that this charlatan has wasted our time once .,Ảnh minh_hoạ . Nguồn : Internet . Xem thêm : > > > . > > > . > > > > > . Nên đọc . Nên đọc . > > > . Nên đọc . Nên đọc . Nên đọc . Nên đọc . Nên đọc . Nên đọc . Nên đọc . Nên đọc . Nên đọc .,Thằng bịp bợm đó từng làm mất thời gian của ta đã là tệ lắm rồi .,0.016393442622950817,0.005227083734893164,0.00524909299523797,0.002989232719814957,0.2565379738807678
