,texts,predictions,references,BLEU_1,BLEU_2,BLEU_3,BLEU_4,cosin similarity
10,I told you I 'll take care of it later .,Tôi đã nói là tôi sẽ lo chuyện đó sau.,Đã bảo là tôi sẽ xử lý sau rồi còn gì .,0.24561922592339458,0.21139537144659198,0.18307376191519625,0.08552070691615876,0.5746990442276001
11,Reaper 's parents led the first team of archeologists to Olduvai .,Cha mẹ của những người chết dẫn đầu đội tiên của các nhà khảo cổ tới Cổ Cổ Cổ.,Bố mẹ của Reaper là trưởng nhóm khảo cổ ở Olduvai .,0.21052631578947367,0.15294382258037448,0.07336354985993877,0.030452555559828284,0.6365118622779846
12,"She was discovered by Nilver Huarac , and has performed with Alma Bella , Lisette , and her current partner Dilbert Aguilar .","Cô ấy được tìm thấy bởi Nilver Huarac, và đã làm việc với Alma, Isaac, và đồng nghiệp cũ của cô ấy.","Cô được phát hiện bởi Nilver Huarac , và đã biểu diễn cùng Alma Bella , Lisette và đối tác hiện tại của cô Dilbert Aguilar .",0.3259241467745979,0.19260058546765632,0.08330568005618665,0.028056355553838144,0.7391911149024963
13,"For the last time , give me your wallet .","Lần cuối cùng, đưa tôi cái ví.","Lần cuối cùng , đưa ví cho tao !",0.32206169703226534,0.20084075461628778,0.11820807799761517,0.05809334108283256,0.6454708576202393
14,"If you have 15.3 grams of 10K gold scrap , USD$ 1,600 divided by 31.1 equals USD$ 51.45 , and that amount multiplied by .4167 ( 10K ) equals USD$ 21.44 per gram  ,  USD$ 21.44 multiplied by 15.3 grams equals USD$ 328.02","Nếu bạn có 15.3 gram vàng 10K, 1 đô la chia 1 đô la chia cho 31.1 đô la chia cho 1 đô-la chia cho 1 đô-la, 45 đô-la, và số tiền đó nhân với giá trị là 1.67 (10K) đô-la = 1","Nếu bạn có 15,3 gam vàng tạp chất , lấy 1,600 đô la chia cho 31,1 để được 1,17 triệu đồng , và lấy số đó nhân cho 0,4167 ( 10 K ) được 21.44 đô la / gam . 21.44 đô la nhân cho 15,3 gam được 328.02 đô la .",0.33955114905392947,0.2290464304822707,0.18032157970941168,0.08914186030387211,0.8100365400314331
15,I 'm afraid you are responsible .,Tôi e rằng anh phải chịu trách nhiệm.,Tôi sợ rằng ông phải có trách nhiệm .,0.4412484512922977,0.07458460120041083,0.07751502105431511,0.0346657712709552,0.7210714221000671
16,"An old villain can be all that , but might also be twisted that way by life 's circumstances - giving him a lot more depth .","Một người già có thể là tất cả những điều đó, nhưng cũng có thể được gian lận theo cách đó trong cuộc sống của tình huống - cung cấp cho anh ta nhiều hơn nữa sâu sắc.","Một kẻ ác già dặn cũng có mọi tính chất như vậy , nhưng có thể biến đổi tuỳ theo hoàn cảnh , tạo thêm chiều sâu cho tính cách của nhân vật .",0.3157894736842105,0.13065106689280268,0.0622057122987832,0.01918509013698504,0.7187379002571106
17,Take care of shallow water .,Chăm sóc nước.,Dọn dẹp khu vực trũng thấp .,0.0,0.0,0.0,0.0,0.5205445289611816
18,"Launched in 2004 , the Girl Detective series features Nancy driving a hybrid electric vehicle and using a cell phone .","Được đưa vào năm 2004, cô gái thám tử thiên tài đang lái một chiếc xe hơi và sử dụng điện thoại di động.","Từ năm 2004 , Nancy trong loạt truyện Nữ thám tử đã lái xe hơi hybrid chạy điện hiện đại cũng như sử dụng điện thoại di động .",0.3721374919857077,0.2807530040143766,0.23872241633864605,0.16117605294779253,0.7851449251174927
19,How was this possible ?,Sao có thể như vậy được?,Điều này xảy ra thế nào ?,0.0,0.0,0.0,0.0,0.580849826335907
20,"my mama does n't say "" yes "" she says , "" ah ha "" and suddenly the sky in her mouth becomes a Hector Lavoe song .","tôi không nói ""Có"" cô ấy nói, ""Ah ha"" và đột nhiên bầu trời trong miệng cô ấy trở thành một bài hát của một người Lavoe.","mẹ không nói "" có "" mẹ nói "" à ha "" và bầu trời ngôn ngữ từ miệng bà bỗng thành bản hoà ca Hector Lavoe",0.25925925925925924,0.14121975762272054,0.06743669808241409,0.024010981785257506,0.7122008204460144
21,A lobule of the lung enclosed in septa and supplied by a terminal bronchiole that branches into the respiratory bronchioles .,Một khối u phổi được giữ trong hạch não và được cung cấp bởi một chất gây ung thư cục bộ phân nhánh vào trong xương hô hấp.,Một tiểu thuỳ của phổi được bao bọc trong vách ngăn và được cung cấp bởi một phế quản cuối phân nhánh vào các tiểu phế quản hô hấp .,0.4655313898520114,0.35836623099637255,0.32165824461871784,0.22513732309206777,0.8027545213699341
22,"I mean , I can get him fixed .","Ý tôi là, tôi có thể sửa nó.","Ý tôi là , tôi có thể đưa nó đi sửa .",0.45489799478447507,0.34387056174333663,0.27155098460721194,0.10973459494181498,0.7685389518737793
23,"Yes , now that 's all I remember !","Phải, giờ đó là tất cả những gì tôi nhớ!","Phải , bây giờ tôi chỉ nhớ có bao nhiêu đó !",0.24561922592339458,0.047269442068339794,0.04868202184159361,0.02274122123480211,0.5976721048355103
24,Where did you find it ?,Anh tìm thấy nó ở đâu?,Anh tìm thấy nó ở đâu vậy ?,0.5971094254781577,0.5850453652111616,0.5756816179786388,0.5444460596606694,0.8463498950004578
25,Learn to beatbox .,Học đánh máy.,Luyện beatbox .,0.0,0.0,0.0,0.0,0.5347331166267395
26,"Little wog , let me tell you something .","Tiểu quỷ, để tôi nói với cô điều này.","Nhóc con , để tôi nói cậu nghe .",0.3333333333333333,0.28867513459481287,0.25098621243978964,0.11868405219520975,0.6317623257637024
27,"For example , use regional terms such as "" soda "" versus "" pop "" to establish geography .","Ví dụ, sử dụng các thuật ngữ vùng như ""sese"" ""và ""a"" để thiết lập st"".","Ví dụ , sử dụng từ ngữ địa phương như "" trái thơm "" thay cho "" quả dứa "" để tạo sự khác nhau về địa lý .",0.16640524128040496,0.07016261027146048,0.04014177234778046,0.015191578027968212,0.6027372479438782
28,"After the 1964 Tokyo Olympics , Nintendo 's stock price plummeted to its lowest recorded level of ¥ 60 .","Sau Thế vận hội Tokyo, giá cổ phiếu của Nintendo giảm xuống mức thấp nhất được ghi nhận là 60.","Sau Thế vận hội Tokyo 1964 , giá cổ phiếu của Nintendo đã giảm mạnh xuống mức thấp nhất được ghi nhận là ¥ 60 .",0.666736398613546,0.6032816665531917,0.5757136994103593,0.48956031199531846,0.9015633463859558
29,Mark the shadow 's new location .,Đánh dấu vị trí mới của bóng tối.,Đánh dấu vị trí mới của bóng cọc .,0.772184789761521,0.7642647363993407,0.7589011437426229,0.7420884818558928,0.7989885210990906
30,We have a situation where private companies are applying censorship standards that are often quite arbitrary and generally more narrow than the free speech constitutional standards that we have in democracies .,Chúng ta có một tình huống mà các công ty tư nhân đang áp dụng các tiêu chuẩn kiểm duyệt thường khá tùy tiện và thường hạn chế hơn so với các tiêu chuẩn tự do ngôn luận mà chúng ta có.,Chúng ta có một tình huống là những công ty tư nhân đang áp dụng các tiêu chuẩn kiểm duyệt một cách khá tuỳ tiện và thông thường là hẹp hơn so với những tiêu chuẩn hiến pháp về tự do ngôn luận mà chúng ta đang có ở các nền dân chủ .,0.6262310775627382,0.54628589205448,0.5147722333831573,0.4311955483967174,0.9306246042251587
31,David got ammonium nitrate instead .,David đã nhận amonin thay thế.,David đã có được Nitrat amoni .,0.28216057496353797,0.21856064155801844,0.12995693500017746,0.07308015504567583,0.7516487836837769
32,- The water system plans ?,- Hệ thống thủy triều lên?,- Còn hệ thống nước ?,0.3333333333333333,0.08164965809277261,0.08633400213704504,0.048549177170732344,0.7148469686508179
33,"For the Skey test , start by purchasing a gold tester or gold verification pen employing the Skey method .","Để kiểm tra, hãy bắt đầu bằng cách đi bằng cách mua một cái kim tuyến vàng hoặc bằng vàng bằng cách sử dụng các phương pháp Skey.","Đối với phép thử Skey , đầu tiên bạn cần mua một cây bút thử vàng dùng cho phương pháp này .",0.21428571428571425,0.12598815766974242,0.0601408871817925,0.022229849552064022,0.6866670250892639
34,"Be careful to avoid : Fatty and greasy foods , especially fried food .","Hãy cẩn thận để tránh: chất béo và thức ăn thừa, đặc biệt là thức ăn chiên.","Hãy cẩn thận để tránh : Thực phẩm giàu chất béo và mỡ , đặt biệt là thức ăn chiên rán .",0.4821809992440168,0.4238607603995838,0.38300143234865636,0.26253665477936017,0.7388344407081604
35,The blue numbers represent the lowest ratings and the red numbers represent the highest ratings NR denotes that the drama did not rank in the Top 20 daily programs on that date .,Những con số màu xanh đại diện cho các tỷ lệ thấp nhất và những con số màu đỏ đại diện cho các điểm cao nhất NR nói rằng bi kịch đã không xếp hạng trong top 20 trong ngày ngày.,Những con số màu xanh đại diện thấp nhất và đánh giá của những con số đỏ đại diện cho các đánh giá cao nhất NR chứng tỏ rằng kịch đã không phải là thứ hạng trong Top 20 chương trình hàng ngày vào ngày đó .,0.6110248191273722,0.5007242046227746,0.4492150963033537,0.3087754198160549,0.8659704327583313
36,The components do n't really matter .,Các thành phần không thực sự quan trọng.,Nhiều thành phần không quá quan trọng .,0.5,0.3779644730092272,0.3303164318013807,0.1477219991186121,0.7434277534484863
37,To get back my i Pod ?,Để lấy lại tiền của tôi?,Để lấy lại iPod à ?,0.5,0.447213595499958,0.3976353643835253,0.20205155046766235,0.7401009798049927
38,Paraldehyde has a hot burning taste and can upset the stomach .,Nồng độ cồn có vị nóng và có thể làm bụng khó chịu.,Paraldehyd có vị nóng bỏng và có thể gây khó chịu cho dạ dày .,0.4616790333940838,0.3632471209458247,0.3121704727788951,0.11523997362092667,0.764511227607727
39,Because you shot it !,Vì anh bắn trúng nó!,Bởi vì anh đã bắn nó !,0.26812801841425576,0.06703200460356394,0.07203057661684704,0.04282963710525157,0.8074882626533508
40,We preserve the anonymity of all of our volunteers .,Chúng tôi bảo vệ tất cả các tình nguyện viên của chúng tôi.,Chúng tôi đảm bảo tính nặc danh cho mọi tình nguyện viên .,0.46153846153846156,0.33968311024337877,0.2637793416028006,0.10120193244194395,0.7973461151123047
41,Go look after the horses .,Đi coi chừng mấy con ngựa.,Đi coi chừng ngựa đi .,0.5,0.447213595499958,0.3976353643835253,0.20205155046766235,0.7960295677185059
42,But that thought is actually an expression of a sort of seductive line of argument that 's in the air .,Nhưng đó là suy nghĩ thực sự là một biểu thức của một loại dòng của xu hướng mà trong không khí.,Nhưng suy nghĩ đó thực ra là sự biểu lộ cho lời lập luận đầy cám dỗ trong không trung .,0.45454545454545453,0.20806259464411977,0.09959415148856346,0.032670148299597246,0.7417834997177124
43,He should trust me above the Northman .,Ông ấy nên tin tưởng tôi hơn cả Phương Bắc.,Hắn nên tin ta hơn tên phương bắc .,0.3,0.18257418583505533,0.10573712634405641,0.04939382737115371,0.606378436088562
44,It 's bad enough that this charlatan has wasted our time once .,Thật tệ khi chuyện này làm mất thời gian của chúng ta một lần.,Thằng bịp bợm đó từng làm mất thời gian của ta đã là tệ lắm rồi .,0.4035588735026947,0.3165776262882712,0.3005633764454907,0.2334010940134804,0.708772599697113
45,"Firefox , the desktop web browser ; Firefox for Android , a project for Android smartphones and tablet computers ; Firefox for iOS , a project for iOS smartphones and tablets ; Safari , the default web browser for iOS ; Mobile browser","; 3), trình nền Mạng Mạng Mạng Mạng Mạng mềm; Mrck; Mry for lư's, một dự án cho hệ thống mã hoá và máy vi xử lý máy tính « nội bộ »; 3) cho máy phục vụ Mạng Mạng Mạng Mạng Mạng MạngName","Firefox , trình duyệt web trên máy tính để bàn ; Firefox cho Android , một dự án cho điện thoại thông minh và máy tính bảng Android ; Firefox cho iOS , một dự án cho điện thoại thông minh và máy tính bảng iOS ; Safari , trình duyệt web mặc định cho iOS ; Trình duyệt di động",0.18532455854626745,0.12100949927541214,0.09680309726478122,0.052937221933375855,0.623049259185791
46,Andrzeja Górska - Polish nun ( Commander 's Cross ) Tadeusz Isakowicz - Zaleski - Polish priest Ignacy Jeż - Polish Catholic Bishop Michał Józefczyk - Polish priest Wojciech Lemański - Polish priest Lawrence Wnuk - Polish priest,Vàrzeja Górska - Ba Lan - Ba Lan (chỉ số thập thập thập thập thập thập) Tadusz Idusz Isacaban - lsacaban - salban - Ba Lan - Ba Tư - Ba Tư - tu - Ba Tư I Lục -,Andrzeja Górska - nữ tu người Ba Lan ( Thập tự giá chỉ huy ) Tadeusz Isakowicz-Zaleski - linh mục người Ba Lan Ignacy Jeż - Giám mục Công giáo Ba Lan Michał Józefchot - linh mục người Ba Lan Wojciech Lemański - linh mục người Ba Lan Lawrence Wnuk - linh mục người Ba Lan,0.2848860195651467,0.13995047100068936,0.05601181157747242,0.01581728557288591,0.7545803785324097
47,Spray the tray of the cage liberally with the cage cleaner .,Hãy dùng cái thùng đó mà xịt vào khay của cái chuồng nhỏ bé này.,"Sau đó , bạn có thể xịt một lượng lớn thuốc làm sạch quanh lồng .",0.12473426467088237,0.02887037234066304,0.029410239139923428,0.014705119569961714,0.57175213098526
48,"And when the bubble burst , it could n't refinance its loans .","Và khi bong bóng vỡ ra, nó không thể tiếp tục cung cấp cho nó.","Và khi bong bóng nổ tung , nó không thể tái cấp vốn cho các khoản vay .",0.49123845184678916,0.37899869375075673,0.3397986871402684,0.20743812223456545,0.6977575421333313
49,"In order to get the best possible signal , try to place your router in a central location .","Để có được tín hiệu tốt nhất có thể, hãy cố gắng đặt bộ chỉ định của bạn ở một vị trí trung tâm.","Để có được tín hiệu tốt nhất có thể , hãy cố đặt bộ định tuyến ở vị trí trung tâm .",0.7083333333333334,0.5820378990598714,0.5256587426603682,0.40025074540692385,0.8999272584915161
50,2015 : Uganda Press Photo Award 's top creative prize and was a runner - up in its portrait and daily life categories ; 2016 : Rencontres d'Arles Discovery Award ; 2017 : Okay Africa named her among Uganda 's best emerging artists,0: 0: Uganda Ấn báo báo Hoa giải thưởng giải thưởng giải thưởng giải thưởng giải thưởng tuyệt nhất và là một vận động - trong bức chân dung và cuộc sống hàng ngày của nó;: Rencontres d'Ar breaknm; 2017: được đặt tên của mình trong số,2015 : Giải thưởng sáng tạo hàng đầu của Uganda Press Photo Award và là người về nhì trong các hạng mục chân dung và cuộc sống hàng ngày ; 2016 : Rencontres d'Arles Discovery Award ; 2017 : Okay Africa đưa tên bà vào danh sách các nghệ sĩ mới nổi xuất sắc nhất của Uganda,0.29238021571746353,0.1896455055107138,0.17530603824039404,0.12412547916866076,0.740868866443634
51,Never once seen a banger that could quit .,Chưa bao giờ thấy một tên cướp nào có thể bỏ cuộc.,Không có gã mua súng nào dừng lại được .,0.16666666666666669,0.03892494720807617,0.03986357128268015,0.020255986027125642,0.6281899213790894
52,What are you in America doing about it ?,Anh đang làm gì ở Mỹ vậy?,Vậy mọi người ở Mỹ đang làm gì để đối phó với điều đó ?,0.2277903980885503,0.19058312050897416,0.15156517713787052,0.06555660318294845,0.6777358651161194
53,I 'll call if we need you .,Tôi sẽ gọi nếu cần.,Tôi sẽ gọi nếu cần .,0.6549846024623855,0.6341861143397762,0.6157842804860023,0.5475182535069453,0.8024351596832275
54,He was nominated for the Nobel Prize in Literature sixteen times .,Anh ta được đề cử vào giải thưởng lần thứ mười.,Ông đã được đề cử giải Nobel văn học mười sáu lần .,0.378978599125082,0.25138596337448166,0.21703156299195628,0.08838042212680002,0.6583348512649536
55,"It explains race , culture , capitalism and how democracy destroyed western civilization .","Nó giải thích về chủng tộc, văn hóa, và cách chế ngự nền văn minh phương tây.","Nó diễn giải về các giống loài , văn hoá , chủ nghĩa tư bản và cách nền dân chủ huỷ diệt văn minh phương Tây .",0.32665080764820625,0.184420346237178,0.14240843056978672,0.04727330017443016,0.7340856790542603
56,"Simply put , are you still willing to put in the energy to keep this relationship going ?","Nói cách khác, bạn vẫn sẵn sàng dồn hết sức lực để duy trì mối quan hệ này?",Hãy tự hỏi liệu bạn còn sẵn sàng dành tâm trí để giữ gìn mối quan hệ này ?,0.36787312679707546,0.24781150366761784,0.19117160393416552,0.06917420640213606,0.7213321924209595
57,Their sole purpose is to make our lives better .,Mục đích duy nhất của chúng là làm cho cuộc sống của chúng ta tốt đẹp hơn.,Mục đích duy nhất của chúng là làm cho cuộc sống của chúng ta tốt hơn .,0.8823529411764706,0.8786687791935092,0.8765691972152881,0.8702397637697912,0.9188774824142456
58,"If you 're not having any luck getting rid of the bats on your own , or you suspect you might be housing an entire bat colony , your best bet is to have the problem dealt with professionally .","Nếu bạn không có bất kỳ may mắn để thoát khỏi con dơi của riêng bạn, hoặc bạn nghi ngờ bạn có thể là một nhà kho toàn bộ, cá cược tốt nhất của bạn là có vấn đề giải quyết chuyên nghiệp.","Nếu chẳng may không tự xua đuổi được lũ dơi hoặc nghi ngờ có cả tổ dơi trong nhà , tốt nhất là bạn nên nhờ dịch vụ chuyên nghiệp xử lý .",0.32558139534883723,0.12451456127293808,0.0592350831174741,0.017534731063172864,0.6440677642822266
59,"With her company Reinaudi created several characters that she would later include in her published stories , such as the little dog Rito , Marimonia , and Sonio .","Với sự hỗ trợ của công ty của mình đã tạo ra một số nhân vật mà sau này cô sẽ bao gồm trong những câu chuyện xuất bản của mình, như con chó nhỏ Rito, Marimnia, và Sonio.","Với công ty của mình , Reinaudi đã tạo ra một số nhân vật mà sau này cô sẽ đưa vào những câu chuyện đã xuất bản của mình , chẳng hạn như chú chó nhỏ Rito , Marimonia và Sonio .",0.6410499775216034,0.5447877240951453,0.5081201173472351,0.40440449598998274,0.8639655709266663
60,"When you 're beginning a new enterprise , it might feel presumptuous to speak of your career like it 's the real deal .","Khi bạn bắt đầu một doanh nghiệp mới, nó có thể cảm thấy muốn nói về sự nghiệp của bạn như nó là thực sự.","Khi bắt đầu một doanh nghiệp mới , có thể bạn cảm thấy rằng sẽ là quá tự tin nếu bạn nói về sự nghiệp của mình như thể mọi chuyện đã thành công thật sự .",0.47027537777266704,0.3482088653267157,0.30974085154750963,0.21662292592250945,0.8417659997940063
61,Notice how the stick casts a shadow - that 's the shadow you 'll use to find your direction .,Hãy để ý làm thế nào cây gậy ném một bóng - đó là bóng của bạn sẽ sử dụng để tìm hướng của bạn.,Quan sát bóng của chiếc cọc vừa cắm - đó là cái bóng mà bạn sẽ dùng để tìm hướng .,0.44,0.33166247903554,0.25470465388004737,0.08120224586769673,0.7342715263366699
62,"The cap is small , but sometimes fitting it can be uncomfortable .","Cái nón nhỏ, nhưng đôi khi nó có thể khó chịu.","Cái mũ cầu nhỏ , nhưng đôi khi cho vào sẽ khá khó chịu .",0.3159745129085813,0.2095937805266146,0.18095069895896096,0.07368743484893579,0.6751930713653564
63,"However , Steve Key of Computer And Video Games disliked the Dreamcast release 's low - resolution backgrounds , which he thought made the characters stand out too much from the environments , and thus lessened the game 's atmosphere .","Tuy nhiên, Steve Key of computer and Video Games capted the Dreamcast 's down - decages, mà ông nghĩ rằng làm cho các nhân vật nổi bật quá nhiều so với môi trường, và do đó, trong bầu khí quyển trò chơi.","Tuy nhiên , Steve Key của Computer And Video Games không thích hình nền độ phân giải thấp trên phiên bản Dreamcast , và cho rằng nó làm các nhân vật nổi bật quá nhiều so với cảnh quan xung quanh , và do đó giảm bớt bầu không khí của trò chơi .",0.411523279541228,0.288044474954238,0.25886113700241536,0.18845986636949705,0.7773705720901489
64,"BG : So you 're basically pleading for rehabilitating growth , but the only way for that happen without compromising the capacity of the earth , to take us on a long journey , is for economic growth somehow to decouple from the underlying use of resources .","Vì vậy, về cơ bản, bạn đang cố gắng để duy trì sự tăng trưởng, nhưng cách duy nhất cho điều đó xảy ra mà không cần thỏa mãn khả năng của trái đất, để đưa chúng tôi trong một cuộc hành trình dài, là bằng cách nào đó để tăng trưởng kinh tế đến tiềm","BG : Vậy cơ bản là bạn đang đề xuất khôi phục tăng trưởng , nhưng cách duy nhất để điều đó xảy ra mà không vượt quá sức chịu đựng của trái đất và đưa chúng ta đi một chặng đường dài , là tách biệt tăng trưởng kinh tế với việc sử dụng tài nguyên .",0.43076604659480805,0.3252730984922206,0.2841063017910912,0.19262666481805266,0.7712805271148682
65,But what about those more dynamic and unpredictable situations that we now increasingly face ?,Nhưng còn những tình huống khó lường và năng động hơn mà chúng ta đang phải đối mặt thì sao?,Nhưng còn những tình huống năng động và khó đoán hơn mà chúng ta hiện đang đối mặt thì sao ?,0.8085450108256069,0.6362355593772538,0.5675786162074722,0.3831240162742127,0.9308717250823975
66,Adding specific details about why you 're thanking the person makes the note much more sincere and personal .,Thêm chi tiết cụ thể về lý do tại sao bạn đang cám ơn người làm cho lưu ý trở nên chân thành hơn và cá nhân hơn.,Thêm vào chi tiết cụ thể vì sao bạn cảm ơn người đó sẽ làm cho tấm thiếp thêm phần chân thành và nhân cách hoá .,0.5357142857142857,0.3726779962499649,0.27505170710904575,0.1437791910008819,0.7879106402397156
67,You two lovebirds have a nice trip now .,Hai người đi chơi vui vẻ nhé.,Bây giờ hai anh bạn thân sẽ có một chuyến đi vui vẻ .,0.15766261764490386,0.09831991632152833,0.05786777867599029,0.028439110602897978,0.715386152267456
68,I am her mother .,Ta là mẹ nó.,Chị là mẹ nó .,0.38940039153570244,0.3179440883008189,0.19786709108351946,0.13232169883599026,0.7429362535476685
69,"The majority of Louis Latour 's Domaine vineyards are in Aloxe - Corton , the original home of the family .","Phần lớn những vườn nho của Louis Latrie đang ở Aloxe - Corton, ngôi nhà cũ của gia đình.","Phần lớn những vườn nho của Domaine Louis Latour nằm trong Aloxe-Corton , nơi khởi đầu phát triển của gia đình .",0.4044977363479903,0.33932121542990284,0.3110241380026407,0.2467017248961994,0.8110719919204712
70,"More worrisome , the Vietnamese government persists in criminalizing peaceful dissent , unsanctioned religious activity and efforts to seek sanctuary in Cambodia , by arresting and imprisoning Montagnards who engage in those activities .","Đáng lo ngại hơn nữa, chính phủ Việt Nam vẫn còn dính líu đến việc phạm tội ác chống lại hòa bình, những hoạt động tôn giáo không ô uế và những nỗ lực nhằm tìm kiếm nơi ở, bằng cách và bằng cách cản trở những kẻ tham gia vào các hoạt động đó.","Chính quyền Việt Nam dai dẳng truy bắt những người chống đối ôn hoà , không thừa nhận những sinh hoạt tôn giáo , và truy lùng những nơi ẩn lánh tại Cambodia , bằng cách bắt giữ và giam cầm những người thiểu số can dự vào những hoạt động này .",0.32727272727272727,0.17407765595569785,0.11695801840934818,0.0323818541022257,0.7774549722671509
71,"List the reasons you might be angry at yourself , then read the list as if you are observer and let the feelings come and go .","Hãy liệt kê những lý do bạn có thể tức giận với chính mình, sau đó đọc danh sách như thể bạn đang quan sát và để cho cảm xúc đến và đi.","Liệt kê danh sách nguyên nhân khiến bạn trở nên tức giận với chính mình , và sau đó , đọc nó như thể bạn là người quan sát và cho phép cảm giác đến và đi .",0.5468940023835968,0.383244114452213,0.307211566613918,0.14697075006394902,0.8421658277511597
72,"Prosper 's unsecured personal loans are fully amortized over a period of three or five years , with no pre-payment penalties .","Các khoản vay cá nhân chưa được bồi thường hoàn toàn bị thu hồi trong vòng ba hoặc năm năm năm, mà không có tiền trả trước.","Các khoản vay cá nhân không có bảo đảm của Prosper được phân bổ đầy đủ trong khoảng thời gian ba hoặc năm năm , không có hình phạt tiền thanh toán .",0.41519717188278926,0.319838375102574,0.28718312008555585,0.2012312129316621,0.7546443343162537
73,The law must ensure certain guidelines are set out in order to ensure that evidence presented to the court can be regarded as trustworthy .,Luật pháp phải đảm bảo một số lời chỉ dẫn được đặt ra để đảm bảo rằng bằng chứng trình bày trước tòa có thể được xem là đáng tin cậy.,Luật pháp phải đảm bảo các hướng dẫn nhất định được đặt ra để đảm bảo rằng bằng chứng được đưa ra toà án có thể được coi là đáng tin cậy .,0.635094866113197,0.5635197811006923,0.5288777489003115,0.42621024450749784,0.8606758117675781
74,Just think about the first moment that you met her .,Hãy nghĩ về khoảnh khắc đầu tiên anh gặp cô ấy.,Nghĩ về lúc mới gặp cô ta ấy nhé,0.2727272727272727,0.1651445647689541,0.09534625892455925,0.04411629359322707,0.6988977193832397
75,"He believed that it was "" more an interactive , cinematic experience than a video game "" .","Ông tin rằng nó là ""một trải nghiệm tương tác hơn là một trò chơi điện tử.""","Ông tin rằng đó là "" nhiều trải nghiệm mang tính điện ảnh , tương tác hơn là một trò chơi video "" .",0.5455718762067627,0.4508931950687692,0.4140550130186461,0.3177761195202911,0.7857533693313599
