texts,predictions,references,BLEU_1,BLEU_2,BLEU_3,BLEU_4,cosin similarity
I told you I 'll take care of it later .,Tôi đã nói tôi sẽ chăm sóc nó .,Đã bảo là tôi sẽ xử lý sau rồi còn gì .,0.23884377019126307,0.1462613413027904,0.08504083946364166,0.04021333017266262,0.5500024557113647
Reaper 's parents led the first team of archeologists to Olduvai .,Cha mẹ của Rer lãnh đạo đội đầu tiên,Bố mẹ của Reaper là trưởng nhóm khảo cổ ở Olduvai .,0.15922918012750872,0.11942188509563156,0.06943555466128708,0.03633684571584218,0.6053563356399536
"She was discovered by Nilver Huarac , and has performed with Alma Bella , Lisette , and her current partner Dilbert Aguilar .",Cô đã được Niler Haa phát hiện  ⁇  và đã biểu diễn với El Ba  ⁇  Lisa  ⁇ ,"Cô được phát hiện bởi Nilver Huarac , và đã biểu diễn cùng Alma Bella , Lisette và đối tác hiện tại của cô Dilbert Aguilar .",0.26956918209450376,0.19614039020947058,0.16745255203777598,0.10421124526422298,0.7312723994255066
"For the last time , give me your wallet .",Lần cuối cùng  ⁇  đưa tôi đi .,"Lần cuối cùng , đưa ví cho tao !",0.4412484512922977,0.3335524767176619,0.29150322793751426,0.13036420666577953,0.68022620677948
"If you have 15.3 grams of 10K gold scrap , USD$ 1,600 divided by 31.1 equals USD$ 51.45 , and that amount multiplied by .4167 ( 10K ) equals USD$ 21.44 per gram  ,  USD$ 21.44 multiplied by 15.3 grams equals USD$ 328.02",Nếu bạn có 15 ⁇ 3 Qu loại vàng 10K  ⁇  1.500 đô la la được chia bằng  ⁇ 1 ⁇ 1 đô la la 1 ⁇ 1 đô la 1 ⁇ 1 đô la 1 ⁇ 5 đô la la 1 ⁇ 40 đô la  ⁇  và số tiền đó được đọc bằng  ⁇ ,"Nếu bạn có 15,3 gam vàng tạp chất , lấy 1,600 đô la chia cho 31,1 để được 1,17 triệu đồng , và lấy số đó nhân cho 0,4167 ( 10 K ) được 21.44 đô la / gam . 21.44 đô la nhân cho 15,3 gam được 328.02 đô la .",0.32727272727272727,0.19069251784911845,0.12241237190089259,0.03389198638205781,0.7065346837043762
I 'm afraid you are responsible .,Tôi e là anh chịu trách nhiệm .,Tôi sợ rằng ông phải có trách nhiệm .,0.4412484512922977,0.3335524767176619,0.29150322793751426,0.13036420666577953,0.8032965660095215
"An old villain can be all that , but might also be twisted that way by life 's circumstances - giving him a lot more depth .",Một kẻ thù cũ có thể là những điều đó  ⁇  nhưng cũng có thể bị phá vỡ theo hoàn cảnh của cuộc sống  ⁇  cho ông ấy sâu hơn nhiều .,"Một kẻ ác già dặn cũng có mọi tính chất như vậy , nhưng có thể biến đổi tuỳ theo hoàn cảnh , tạo thêm chiều sâu cho tính cách của nhân vật .",0.4109932149808957,0.24954552072968908,0.16825477086987556,0.050132963033104244,0.7214019298553467
Take care of shallow water .,Chăm sóc nước thấp .,Dọn dẹp khu vực trũng thấp .,0.26812801841425576,0.21197381067415422,0.1280904912909702,0.07616306180370792,0.6476215124130249
"Launched in 2004 , the Girl Detective series features Nancy driving a hybrid electric vehicle and using a cell phone .", ⁇ ược ra mắt vào năm 2004  ⁇  bộ phim  ⁇ iều tra  ⁇ n  ⁇ n  ⁇ n  ⁇ n  ⁇ n  ⁇ n  ⁇ n  ⁇ n  ⁇ n  ⁇ n  ⁇ n  ⁇ n  ⁇ n  ⁇ n  ⁇ n  ⁇ ,"Từ năm 2004 , Nancy trong loạt truyện Nữ thám tử đã lái xe hơi hybrid chạy điện hiện đại cũng như sử dụng điện thoại di động .",0.04545454545454546,0.032512804438117764,0.01839116425155248,0.00885154189240778,0.3591296970844269
How was this possible ?,Làm sao điều này có thể ?,Điều này xảy ra thế nào ?,0.2857142857142857,0.06900655593423542,0.07222468628919763,0.039281465090051315,0.6760264039039612
"my mama does n't say "" yes "" she says , "" ah ha "" and suddenly the sky in her mouth becomes a Hector Lavoe song .",Mẹ tôi không nói  ⁇   ⁇ úng  ⁇  cô ấy nói  ⁇   ⁇   ⁇ h  ⁇  và đột nhiên bầu trời trong trời .,"mẹ không nói "" có "" mẹ nói "" à ha "" và bầu trời ngôn ngữ từ miệng bà bỗng thành bản hoà ca Hector Lavoe",0.22062422564614886,0.13011706961771044,0.062216140085650934,0.023113368211463745,0.6656734943389893
A lobule of the lung enclosed in septa and supplied by a terminal bronchiole that branches into the respiratory bronchioles .,Một não của phổi bao quanh trong không khí và được cung cấp bởi một não khí cuối cùng có nhánh vào hô hấp .,Một tiểu thuỳ của phổi được bao bọc trong vách ngăn và được cung cấp bởi một phế quản cuối phân nhánh vào các tiểu phế quản hô hấp .,0.5567369120930278,0.4134387641949991,0.3607562957901523,0.24141337871441407,0.8430211544036865
"I mean , I can get him fixed .", ⁇  tôi là  ⁇  tôi có thể sửa chữa nó .,"Ý tôi là , tôi có thể đưa nó đi sửa .",0.6640732482052818,0.42650876612332295,0.33272621582116835,0.1204731312885784,0.7095346450805664
"Yes , now that 's all I remember !",Phải  ⁇  giờ đó là tất cả những gì tôi nhớ .,"Phải , bây giờ tôi chỉ nhớ có bao nhiêu đó !",0.4166666666666667,0.06154574548966637,0.06302984046087459,0.02547055398169822,0.6976484060287476
Where did you find it ?,Anh tìm thấy nó ở đâu ?,Anh tìm thấy nó ở đâu vậy ?,0.8668778997501817,0.7913476338264609,0.7833126070993585,0.7289545183625967,0.9458843469619751
Learn to beatbox .,Học cách,Luyện beatbox .,0.0,0.0,0.0,0.0,0.5102325081825256
"Little wog , let me tell you something .", ⁇ g  ⁇  để tôi nói .,"Nhóc con , để tôi nói cậu nghe .",0.4294155960430205,0.3279715789102868,0.288651635933604,0.13201355840223275,0.6650387644767761
"For example , use regional terms such as "" soda "" versus "" pop "" to establish geography .",Ví dụ  ⁇  hãy sử dụng các thuật ngữ khu vực như  ⁇  soda  ⁇  so với  ⁇  No  ⁇  để thiết lập địa lý .,"Ví dụ , sử dụng từ ngữ địa phương như "" trái thơm "" thay cho "" quả dứa "" để tạo sự khác nhau về địa lý .",0.34270129872906013,0.22103569608242726,0.15789908359813606,0.05148621755623936,0.7062456607818604
"After the 1964 Tokyo Olympics , Nintendo 's stock price plummeted to its lowest recorded level of ¥ 60 .",Sau Thế vận hội Tokyo 1964  ⁇  giá cổ phiếu của Nintendo đã giảm xuống mức thấp nhất được ghi nhận  ⁇ ,"Sau Thế vận hội Tokyo 1964 , giá cổ phiếu của Nintendo đã giảm mạnh xuống mức thấp nhất được ghi nhận là ¥ 60 .",0.757957198250164,0.7152466587159773,0.6897201929342832,0.6161420984415483,0.8402636051177979
Mark the shadow 's new location .,Ghi lại vị trí mới của bóng .,Đánh dấu vị trí mới của bóng cọc .,0.6618726769384466,0.5777298366654254,0.5587619320686122,0.47750342648354643,0.78839111328125
We have a situation where private companies are applying censorship standards that are often quite arbitrary and generally more narrow than the free speech constitutional standards that we have in democracies .,Chúng ta có một tình huống nơi các công ty tư nhân áp dụng các tiêu chuẩn kiểm duyệt thường khá từ chối và nói chung thấp hơn các tiêu chuẩn hiến pháp tự do mà chúng ta có trong các nền dân chủ .,Chúng ta có một tình huống là những công ty tư nhân đang áp dụng các tiêu chuẩn kiểm duyệt một cách khá tuỳ tiện và thông thường là hẹp hơn so với những tiêu chuẩn hiến pháp về tự do ngôn luận mà chúng ta đang có ở các nền dân chủ .,0.6549846024623855,0.5408357355200853,0.4990233356676551,0.3774715346632474,0.9258875846862793
David got ammonium nitrate instead .,David có  ⁇  .,David đã có được Nitrat amoni .,0.354274914555761,0.07468770985718297,0.08265553812276788,0.04994668186788306,0.6521909236907959
- The water system plans ?, ⁇  Hệ thống nước,- Còn hệ thống nước ?,0.3032653298563167,0.24761510494160163,0.15409904547990594,0.10305224267080783,0.7606655359268188
"For the Skey test , start by purchasing a gold tester or gold verification pen employing the Skey method .", ⁇ ối với bài kiểm tra Sal  ⁇  bạn hãy bắt đầu bằng cách mua máy kiểm tra vàng hoặc bút kiểm tra vàng sử dụng .,"Đối với phép thử Skey , đầu tiên bạn cần mua một cây bút thử vàng dùng cho phương pháp này .",0.25925925925925924,0.03157769778104473,0.031888845675161835,0.011354092273667685,0.6619178056716919
"Be careful to avoid : Fatty and greasy foods , especially fried food .",Cẩn thận để tránh  ⁇  Các loại thực phẩm dinh dưỡng và béo  ⁇  đặc biệt là thực phẩm đóng bánh .,"Hãy cẩn thận để tránh : Thực phẩm giàu chất béo và mỡ , đặt biệt là thức ăn chiên rán .",0.4090909090909091,0.24174688920761406,0.1859421744491923,0.06262309791219224,0.7320812940597534
The blue numbers represent the lowest ratings and the red numbers represent the highest ratings NR denotes that the drama did not rank in the Top 20 daily programs on that date .,Các số màu xanh đại diện cho các xếp hạng thấp nhất và các xếp hạng đỏ đại diện cho các xếp hạng cao nhất N chỉ ra rằng bộ phim không xếp hạng trong T ⁇ itter 20 chương trình hàng ngày trên ngày đó .,Những con số màu xanh đại diện thấp nhất và đánh giá của những con số đỏ đại diện cho các đánh giá cao nhất NR chứng tỏ rằng kịch đã không phải là thứ hạng trong Top 20 chương trình hàng ngày vào ngày đó .,0.574468085106383,0.47412219879420775,0.42150881778630683,0.29421501394588745,0.8060005903244019
The components do n't really matter .,Các thành phần không thể .,Nhiều thành phần không quá quan trọng .,0.47768754038252614,0.3700151777184613,0.3289951859693163,0.15557221826646012,0.6572799682617188
To get back my i Pod ?, ⁇ ể quay lại .,Để lấy lại iPod à ?,0.1637461506155964,0.05789300674674099,0.06221008431290531,0.0439891724758422,0.5551319122314453
Paraldehyde has a hot burning taste and can upset the stomach ., ⁇ ng có hương vị nóng và có thể .,Paraldehyd có vị nóng bỏng và có thể gây khó chịu cho dạ dày .,0.42457146179884336,0.2929821432670198,0.22927091733201774,0.0866562614457382,0.6317393183708191
Because you shot it !,Bởi vì anh bắn nó !,Bởi vì anh đã bắn nó !,0.846481724890614,0.7571162714266755,0.6731821382417487,0.28764198060873264,0.9651020765304565
We preserve the anonymity of all of our volunteers .,Chúng tôi bảo tồn sự tỏ ra của tất cả các tình nguyện viên .,Chúng tôi đảm bảo tính nặc danh cho mọi tình nguyện viên .,0.4666666666666667,0.36514837167011077,0.312793730905921,0.20333448190047881,0.7975150346755981
Go look after the horses ., ⁇ i chăm sóc ngựa .,Đi coi chừng ngựa đi .,0.3333333333333333,0.08164965809277261,0.08633400213704504,0.048549177170732344,0.6059582829475403
But that thought is actually an expression of a sort of seductive line of argument that 's in the air .,Nhưng suy nghĩ đó thực sự là một biểu hiện của một kiểu tranh luận tự động  ⁇ ,Nhưng suy nghĩ đó thực ra là sự biểu lộ cho lời lập luận đầy cám dỗ trong không trung .,0.423240862445307,0.2903408363354614,0.2743188642500227,0.19712779182815257,0.758735716342926
He should trust me above the Northman ., ⁇ ng ta nên tin tôi trên người Bắcman .,Hắn nên tin ta hơn tên phương bắc .,0.4,0.21081851067789192,0.12209471671615688,0.05307712171072445,0.67656409740448
It 's bad enough that this charlatan has wasted our time once ., ⁇ iều đó đủ tệ cho việc người này đã lãng phí chúng ta .,Thằng bịp bợm đó từng làm mất thời gian của ta đã là tệ lắm rồi .,0.2917244396809825,0.04270408529483112,0.043502638135488166,0.017298187366649485,0.6918101906776428
"Firefox , the desktop web browser ; Firefox for Android , a project for Android smartphones and tablet computers ; Firefox for iOS , a project for iOS smartphones and tablets ; Safari , the default web browser for iOS ; Mobile browser",quie  ⁇  trình duyệt  ⁇ eb máy tính bàn  ⁇ eb  ⁇ quie cho Android  ⁇  một dự án cho điện thoại thông minh và máy tính bảng tính  ⁇ quie cho iOS  ⁇  một dự án cho điện thoại thông minh và bảng tính bảng iOS  ⁇ ,"Firefox , trình duyệt web trên máy tính để bàn ; Firefox cho Android , một dự án cho điện thoại thông minh và máy tính bảng Android ; Firefox cho iOS , một dự án cho điện thoại thông minh và máy tính bảng iOS ; Safari , trình duyệt web mặc định cho iOS ; Trình duyệt di động",0.5243862317010285,0.46124960201173126,0.42717333476192193,0.35645576730039685,0.7898037433624268
Andrzeja Górska - Polish nun ( Commander 's Cross ) Tadeusz Isakowicz - Zaleski - Polish priest Ignacy Jeż - Polish Catholic Bishop Michał Józefczyk - Polish priest Wojciech Lemański - Polish priest Lawrence Wnuk - Polish priest,Or ⁇ a Górska  ⁇  nữ hoàng Ba Lan  ⁇   ⁇ ại uý  ⁇  Tadeus ⁇  Isa ⁇ ic ⁇   ⁇   ⁇ aleski  ⁇  giáo sư Ba Lan  ⁇ i ⁇   ⁇   ⁇ ại tá Công giáo Ba Lan Ma ⁇ a ⁇ ,Andrzeja Górska - nữ tu người Ba Lan ( Thập tự giá chỉ huy ) Tadeusz Isakowicz-Zaleski - linh mục người Ba Lan Ignacy Jeż - Giám mục Công giáo Ba Lan Michał Józefchot - linh mục người Ba Lan Wojciech Lemański - linh mục người Ba Lan Lawrence Wnuk - linh mục người Ba Lan,0.17188311380292912,0.12297810523555071,0.0983918561803724,0.05633927704619731,0.6056399941444397
Spray the tray of the cage liberally with the cage cleaner .,Dùng sản phẩm làm sạch .,"Sau đó , bạn có thể xịt một lượng lớn thuốc làm sạch quanh lồng .",0.09443780141878093,0.059727709940405736,0.03551430881197462,0.018045983335440316,0.5002925395965576
"And when the bubble burst , it could n't refinance its loans .",Và khi chiếc bóng nổ  ⁇  nó không thể làm thay đổi được .,"Và khi bong bóng nổ tung , nó không thể tái cấp vốn cho các khoản vay .",0.4294155960430205,0.31510490058866203,0.22731635639393882,0.08073131509406029,0.6486587524414062
"In order to get the best possible signal , try to place your router in a central location .", ⁇ ể có tín hiệu tốt nhất  ⁇  bạn nên đặt bộ định tuyến ở vị trí trung tâm .,"Để có được tín hiệu tốt nhất có thể , hãy cố đặt bộ định tuyến ở vị trí trung tâm .",0.6786280635269697,0.6227518208767918,0.6031008888067148,0.5367659014253395,0.9009714126586914
2015 : Uganda Press Photo Award 's top creative prize and was a runner - up in its portrait and daily life categories ; 2016 : Rencontres d'Arles Discovery Award ; 2017 : Okay Africa named her among Uganda 's best emerging artists,2015  ⁇  Giải thưởng sáng tạo hàng đầu của Giải thưởng ảnh của Tây Ban Nha và là vị trí thứ hai trong các hạng mục về bức tranh và cuộc sống hàng ngày  ⁇  2016  ⁇  Giải thưởng Trái phát hiện  ⁇  2017  ⁇   ⁇ ược châu Phi đã đặt tên cô trong số các,2015 : Giải thưởng sáng tạo hàng đầu của Uganda Press Photo Award và là người về nhì trong các hạng mục chân dung và cuộc sống hàng ngày ; 2016 : Rencontres d'Arles Discovery Award ; 2017 : Okay Africa đưa tên bà vào danh sách các nghệ sĩ mới nổi xuất sắc nhất của Uganda,0.4385273888838115,0.33113371790445,0.30581841197709064,0.22554394685666454,0.7291520833969116
Never once seen a banger that could quit .,Chưa bao giờ thấy một cái gì đó có thể .,Không có gã mua súng nào dừng lại được .,0.18181818181818182,0.042640143271122095,0.043778212791907856,0.022416933501922302,0.5397628545761108
What are you in America doing about it ?,Anh đang làm gì ở Mỹ ?,Vậy mọi người ở Mỹ đang làm gì để đối phó với điều đó ?,0.27334847770626036,0.20877334836498115,0.1660313329013559,0.06861384451045821,0.6776778101921082
I 'll call if we need you .,Tôi sẽ gọi cho tôi .,Tôi sẽ gọi nếu cần .,0.6666666666666666,0.5163977794943222,0.4591497693322866,0.21711852081087685,0.886134147644043
He was nominated for the Nobel Prize in Literature sixteen times ., ⁇ ng được đề cử giải thưởng Giải thưởng văn học,Ông đã được đề cử giải Nobel văn học mười sáu lần .,0.4547743189500984,0.3894454598478701,0.33622385162768503,0.23263035362970594,0.645357608795166
"It explains race , culture , capitalism and how democracy destroyed western civilization .",Nó giải thích chủng tộc  ⁇  văn hoá  ⁇  chủ nghĩa tư bản và cách dân chủ phá huỷ nền văn minh phương Tây .,"Nó diễn giải về các giống loài , văn hoá , chủ nghĩa tư bản và cách nền dân chủ huỷ diệt văn minh phương Tây .",0.7015684232538432,0.544821150920095,0.4918142969534678,0.36369269851459596,0.891228199005127
"Simply put , are you still willing to put in the energy to keep this relationship going ?",Nói đơn giản  ⁇  bạn vẫn s ⁇ n sàng dành năng lượng để giữ mối quan hệ này .,Hãy tự hỏi liệu bạn còn sẵn sàng dành tâm trí để giữ gìn mối quan hệ này ?,0.45,0.3441236008058426,0.27739570365524147,0.16679551613797314,0.6922596096992493
Their sole purpose is to make our lives better .,Mục đích duy nhất của họ là làm cuộc sống của chúng ta tốt hơn .,Mục đích duy nhất của chúng là làm cho cuộc sống của chúng ta tốt hơn .,0.8806997463876336,0.8135555770434166,0.77027064685744,0.6705624049819114,0.9629381895065308
"If you 're not having any luck getting rid of the bats on your own , or you suspect you might be housing an entire bat colony , your best bet is to have the problem dealt with professionally .",Nếu bạn không có may mắn để loại bỏ con cẩu  ⁇  hoặc nghi ngờ rằng bạn có thể ở lại toàn bộ khu vực cẩu .,"Nếu chẳng may không tự xua đuổi được lũ dơi hoặc nghi ngờ có cả tổ dơi trong nhà , tốt nhất là bạn nên nhờ dịch vụ chuyên nghiệp xử lý .",0.26691246763893595,0.12822060201174865,0.1088826412975402,0.036407105373977705,0.6676025390625
"With her company Reinaudi created several characters that she would later include in her published stories , such as the little dog Rito , Marimonia , and Sonio .",Với công ty của mình  ⁇  Ragg đã tạo ra một số nhân vật mà sau đó cô sẽ bao gồm trong các câu chuyện xuất bản của mình  ⁇  chẳng hạn như chú chó nhỏ Ro  ⁇  Ma ⁇ ia và Sio .,"Với công ty của mình , Reinaudi đã tạo ra một số nhân vật mà sau này cô sẽ đưa vào những câu chuyện đã xuất bản của mình , chẳng hạn như chú chó nhỏ Rito , Marimonia và Sonio .",0.6818181818181818,0.5906244232186183,0.5486438539597763,0.4440917663718497,0.8457677364349365
"When you 're beginning a new enterprise , it might feel presumptuous to speak of your career like it 's the real deal .",Khi bạn bắt đầu một doanh nghiệp mới  ⁇  có lẽ bạn sẽ cảm thấy tự nguyện khi nói về sự nghiệp như là một thoả thuận thật .,"Khi bắt đầu một doanh nghiệp mới , có thể bạn cảm thấy rằng sẽ là quá tự tin nếu bạn nói về sự nghiệp của mình như thể mọi chuyện đã thành công thật sự .",0.5757305944934604,0.3747565275649023,0.3417235884257921,0.22931921599987354,0.8631991147994995
Notice how the stick casts a shadow - that 's the shadow you 'll use to find your direction .,Hãy chú ý rằng cái đá này làm bóng  ⁇  đó là bóng mà bạn .,Quan sát bóng của chiếc cọc vừa cắm - đó là cái bóng mà bạn sẽ dùng để tìm hướng .,0.3658078144733209,0.2313571759248004,0.17885186228260158,0.06298906001241376,0.6398086547851562
"The cap is small , but sometimes fitting it can be uncomfortable .", ⁇ nh nhỏ  ⁇  nhưng đôi khi có thể dễ chịu .,"Cái mũ cầu nhỏ , nhưng đôi khi cho vào sẽ khá khó chịu .",0.38940039153570244,0.28759124869239333,0.223791467461641,0.0864053026316709,0.6155951023101807
"However , Steve Key of Computer And Video Games disliked the Dreamcast release 's low - resolution backgrounds , which he thought made the characters stand out too much from the environments , and thus lessened the game 's atmosphere .",Tuy nhiên  ⁇  Steve  ⁇  của máy tính và Videos ⁇ er không thích nền tảng phân giải thấp của bộ sưu tập  ⁇  mà ông tưởng làm cho các nhân vật trở nên quá nhiều so với môi trường  ⁇  và do đó làm giảm bầu khí quyển của trò chơi .,"Tuy nhiên , Steve Key của Computer And Video Games không thích hình nền độ phân giải thấp trên phiên bản Dreamcast , và cho rằng nó làm các nhân vật nổi bật quá nhiều so với cảnh quan xung quanh , và do đó giảm bớt bầu không khí của trò chơi .",0.5554579021857077,0.38308116815534055,0.3236991776146053,0.1668957385028594,0.7863527536392212
"BG : So you 're basically pleading for rehabilitating growth , but the only way for that happen without compromising the capacity of the earth , to take us on a long journey , is for economic growth somehow to decouple from the underlying use of resources .",Thật ra  ⁇  bạn đang kêu gọi việc tái thiết tăng trưởng  ⁇  nhưng cách duy nhất để điều đó xảy ra mà không làm hỏng khả năng của Trái đất  ⁇  để đưa chúng ta đi một hành trình dài  ⁇  là để tăng trưởng kinh tế có thể làm phân huỷ .,"BG : Vậy cơ bản là bạn đang đề xuất khôi phục tăng trưởng , nhưng cách duy nhất để điều đó xảy ra mà không vượt quá sức chịu đựng của trái đất và đưa chúng ta đi một chặng đường dài , là tách biệt tăng trưởng kinh tế với việc sử dụng tài nguyên .",0.515890503273989,0.4144123137966949,0.38578415981986364,0.30452162962032264,0.8131899833679199
But what about those more dynamic and unpredictable situations that we now increasingly face ?,Nhưng còn những tình huống động lực và bất ngờ mà chúng ta ngày càng phải đối mặt ?,Nhưng còn những tình huống năng động và khó đoán hơn mà chúng ta hiện đang đối mặt thì sao ?,0.6158494284883879,0.46429331913723487,0.409485773806606,0.26771264424359603,0.8487839698791504
Adding specific details about why you 're thanking the person makes the note much more sincere and personal .,Thêm các chi tiết cụ thể về lý do tại sao bạn cảm ơn người đó sẽ giúp ghi chú trở nên lịch sự và cá nhân hơn .,Thêm vào chi tiết cụ thể vì sao bạn cảm ơn người đó sẽ làm cho tấm thiếp thêm phần chân thành và nhân cách hoá .,0.5172413793103449,0.4077452116646718,0.38641263539177967,0.30173602716804254,0.7951042652130127
You two lovebirds have a nice trip now .,Hai con chim đã đi vui vẻ .,Bây giờ hai anh bạn thân sẽ có một chuyến đi vui vẻ .,0.23618327637050734,0.21866322449395123,0.20534759968522365,0.16330693525223242,0.5990877151489258
I am her mother .,Tôi là mẹ cô ấy,Chị là mẹ nó .,0.4,0.316227766016838,0.19108855844087336,0.11362193664674995,0.797498881816864
"The majority of Louis Latour 's Domaine vineyards are in Aloxe - Corton , the original home of the family .",Phần lớn các khu dân cư của Louis Lape nằm ở Ate .,"Phần lớn những vườn nho của Domaine Louis Latour nằm trong Aloxe-Corton , nơi khởi đầu phát triển của gia đình .",0.23096304016641694,0.09814042072727283,0.05640207161898951,0.021639293687243225,0.6650611162185669
"More worrisome , the Vietnamese government persists in criminalizing peaceful dissent , unsanctioned religious activity and efforts to seek sanctuary in Cambodia , by arresting and imprisoning Montagnards who engage in those activities .", ⁇ iều đáng lo lắng hơn  ⁇  chính phủ Việt Nam vẫn tiếp tục hình sự đối lập hoà bình  ⁇  hoạt động tôn giáo không bị huỷ bỏ và nỗ lực tìm kiếm nơi bảo tồn ở Campuchia  ⁇  bằng cách bắt giữ và giam cầm những người tham gia vào các cuộc đối thoại .,"Chính quyền Việt Nam dai dẳng truy bắt những người chống đối ôn hoà , không thừa nhận những sinh hoạt tôn giáo , và truy lùng những nơi ẩn lánh tại Cambodia , bằng cách bắt giữ và giam cầm những người thiểu số can dự vào những hoạt động này .",0.38596491228070173,0.27534439587696735,0.2470352423961115,0.18095114315356903,0.8377599120140076
"List the reasons you might be angry at yourself , then read the list as if you are observer and let the feelings come and go .",Hãy liệt kê lý do bạn có thể giận dữ với bản thân  ⁇  sau đó đọc danh sách như thể bạn là người quan sát và để cảm xúc đến và đi ra .,"Liệt kê danh sách nguyên nhân khiến bạn trở nên tức giận với chính mình , và sau đó , đọc nó như thể bạn là người quan sát và cho phép cảm giác đến và đi .",0.5769383327443325,0.4139128992035741,0.37245734572604644,0.2629922141077289,0.8613667488098145
"Prosper 's unsecured personal loans are fully amortized over a period of three or five years , with no pre-payment penalties .", ⁇ ồng vay cá nhân không mong muốn của Proe được trả hoàn toàn trong khoảng thời gian ba hoặc 5 năm  ⁇  không có phạt tiền tiền trước .,"Các khoản vay cá nhân không có bảo đảm của Prosper được phân bổ đầy đủ trong khoảng thời gian ba hoặc năm năm , không có hình phạt tiền thanh toán .",0.5429024508215757,0.4115732858220284,0.3654222457432814,0.2575913211139078,0.8188505172729492
The law must ensure certain guidelines are set out in order to ensure that evidence presented to the court can be regarded as trustworthy .,Luật phải đảm bảo rằng một số hướng dẫn được thiết lập để đảm bảo bằng chứng được đưa ra cho toà án có thể được coi là đáng tin cậy .,Luật pháp phải đảm bảo các hướng dẫn nhất định được đặt ra để đảm bảo rằng bằng chứng được đưa ra toà án có thể được coi là đáng tin cậy .,0.8177905415894153,0.7151042205787865,0.670957121611598,0.5364655286174025,0.949165940284729
Just think about the first moment that you met her .,Hãy nghĩ về khoảnh khắc đầu tiên mà bạn đang nói,Nghĩ về lúc mới gặp cô ta ấy nhé,0.0909090909090909,0.03015113445777637,0.0309558711333857,0.018850319022747353,0.6523299217224121
