,texts,predictions,references,BLEU_1,BLEU_2,BLEU_3,BLEU_4,cosin similarity
28,"After the 1964 Tokyo Olympics , Nintendo 's stock price plummeted to its lowest recorded level of ¥ 60 .","Sau Thế vận hội Tokyo năm 1964 , giá cổ phiếu của Nintendo sụt giảm xuống mức thấp nhất được ghi nhận là 60 .","Sau Thế vận hội Tokyo 1964 , giá cổ phiếu của Nintendo đã giảm mạnh xuống mức thấp nhất được ghi nhận là ¥ 60 .",0.8839262840201374,0.7980916482502362,0.7575084821065233,0.6504037617178912,0.9209928512573242
29,Mark the shadow 's new location .,Đánh dấu vị trí mới của Bóng Tối,Đánh dấu vị trí mới của bóng cọc .,0.6618726769384466,0.645921593706871,0.6348761284611546,0.6004287712485592,0.7932723164558411
30,We have a situation where private companies are applying censorship standards that are often quite arbitrary and generally more narrow than the free speech constitutional standards that we have in democracies .,Chúng ta có một tình huống khi các công ty tư nhân áp dụng các tiêu chuẩn kiểm duyệt mà thường khá tuỳ tiện và nói chung hẹp hơn các tiêu chuẩn hiến pháp tự do mà chúng ta có ở các nền dân chủ .,Chúng ta có một tình huống là những công ty tư nhân đang áp dụng các tiêu chuẩn kiểm duyệt một cách khá tuỳ tiện và thông thường là hẹp hơn so với những tiêu chuẩn hiến pháp về tự do ngôn luận mà chúng ta đang có ở các nền dân chủ .,0.7307564957659981,0.6398467600500563,0.588559595433728,0.46039415317214777,0.9518285989761353
31,David got ammonium nitrate instead .,David có amoni - nitrat .,David đã có được Nitrat amoni .,0.5643211499270759,0.09774329034593897,0.10335094640592336,0.04887164517296948,0.8181358575820923
32,- The water system plans ?,- Hệ thống nước .,- Còn hệ thống nước ?,0.49123845184678916,0.3170930571698881,0.1916114323211486,0.10294994188297393,0.8178932666778564
33,"For the Skey test , start by purchasing a gold tester or gold verification pen employing the Skey method .","Đối với bài kiểm tra Skey , bạn có thể bắt đầu bằng cách mua máy kiểm tra vàng hoặc bút chứng minh vàng sử dụng công cụ Skey .","Đối với phép thử Skey , đầu tiên bạn cần mua một cây bút thử vàng dùng cho phương pháp này .",0.3333333333333333,0.1516196087157807,0.07232823449239033,0.023482657122638518,0.7705177068710327
34,"Be careful to avoid : Fatty and greasy foods , especially fried food .","Cẩn thận tránh thực phẩm có dầu mỡ và nhiều dầu mỡ , đặc biệt là đồ chiên .","Hãy cẩn thận để tránh : Thực phẩm giàu chất béo và mỡ , đặt biệt là thức ăn chiên rán .",0.44944192927554477,0.20650431547891981,0.09905525695206645,0.03269911009104815,0.826640248298645
35,The blue numbers represent the lowest ratings and the red numbers represent the highest ratings NR denotes that the drama did not rank in the Top 20 daily programs on that date .,Các số màu xanh đại diện cho xếp hạng thấp nhất và số màu đỏ đại diện cho xếp hạng cao nhất NR biểu thị rằng bộ phim đã không đứng trong top 20 chương trình hàng ngày vào ngày đó .,Những con số màu xanh đại diện thấp nhất và đánh giá của những con số đỏ đại diện cho các đánh giá cao nhất NR chứng tỏ rằng kịch đã không phải là thứ hạng trong Top 20 chương trình hàng ngày vào ngày đó .,0.6341182322904128,0.524031420363305,0.48229504928185735,0.363612905071229,0.862787127494812
36,The components do n't really matter .,Các thành phần thì không .,Nhiều thành phần không quá quan trọng .,0.47768754038252614,0.2616402413066696,0.15557221826646012,0.07356556000975763,0.728538990020752
37,To get back my i Pod ?,Để trả lại cho tôi .,Để lấy lại iPod à ?,0.3333333333333333,0.08164965809277261,0.08633400213704504,0.048549177170732344,0.7288652658462524
38,Paraldehyde has a hot burning taste and can upset the stomach .,Paraldehyd có vị nóng và có thể gây khó chịu .,Paraldehyd có vị nóng bỏng và có thể gây khó chịu cho dạ dày .,0.6951439283988788,0.6217556312184558,0.5940519363601501,0.4995361437597779,0.9045255184173584
39,Because you shot it !,Bởi vì anh bắn nó !,Bởi vì anh đã bắn nó !,0.846481724890614,0.7571162714266755,0.6731821382417487,0.28764198060873264,0.9651020169258118
40,We preserve the anonymity of all of our volunteers .,Chúng tôi giữ kín danh tính của tất cả các tình nguyện viên của chúng tôi .,Chúng tôi đảm bảo tính nặc danh cho mọi tình nguyện viên .,0.47058823529411764,0.2970442628930023,0.22937603226245248,0.0805111000764593,0.806204080581665
41,Go look after the horses .,Đi chăm sóc con chó .,Đi coi chừng ngựa đi .,0.3333333333333333,0.08164965809277261,0.08633400213704504,0.048549177170732344,0.7262539267539978
42,But that thought is actually an expression of a sort of seductive line of argument that 's in the air .,Nhưng suy nghĩ đó thực ra là một biểu hiện của một kiểu tranh luận quyến rũ nào đó .,Nhưng suy nghĩ đó thực ra là sự biểu lộ cho lời lập luận đầy cám dỗ trong không trung .,0.475614712250357,0.37798024552306675,0.3660530798695851,0.3031826409294366,0.7719254493713379
43,He should trust me above the Northman .,Hắn nên tin tôi trên phương Bắc .,Hắn nên tin ta hơn tên phương bắc .,0.5515605641153721,0.37292300600205397,0.32591051666444887,0.13784336590962212,0.8860442638397217
44,It 's bad enough that this charlatan has wasted our time once .,Đủ tệ khi tên này đã lãng phí thời gian của chúng ta một lần .,Thằng bịp bợm đó từng làm mất thời gian của ta đã là tệ lắm rồi .,0.4109932149808957,0.22688981022536342,0.19411017395515567,0.07068348376743602,0.7584061622619629
45,"Firefox , the desktop web browser ; Firefox for Android , a project for Android smartphones and tablet computers ; Firefox for iOS , a project for iOS smartphones and tablets ; Safari , the default web browser for iOS ; Mobile browser","Firefox , trình duyệt web máy tính để bàn ; Firefox for Android , một dự án cho điện thoại thông minh và máy tính bảng Android ; Firefox for iOS , một dự án cho các điện thoại thông minh và máy tính bảng iOS ; Safari , trình duyệt web mặc định cho iOS ; trình duyệt di động","Firefox , trình duyệt web trên máy tính để bàn ; Firefox cho Android , một dự án cho điện thoại thông minh và máy tính bảng Android ; Firefox cho iOS , một dự án cho điện thoại thông minh và máy tính bảng iOS ; Safari , trình duyệt web mặc định cho iOS ; Trình duyệt di động",0.9344262295081968,0.8912139446182197,0.8673959045833414,0.7988960345873757,0.98781418800354
46,Andrzeja Górska - Polish nun ( Commander 's Cross ) Tadeusz Isakowicz - Zaleski - Polish priest Ignacy Jeż - Polish Catholic Bishop Michał Józefczyk - Polish priest Wojciech Lemański - Polish priest Lawrence Wnuk - Polish priest,Andrzeja Górska - nữ tu Ba Lan ( Thập tự chinh ) Tadeusz Isakowicz - Zaleski - linh mục Ba Lan Ignacy Jez - giám mục Công giáo Ba Lan Michał Józef Józef - linh mục Ba Lan Wojci@@,Andrzeja Górska - nữ tu người Ba Lan ( Thập tự giá chỉ huy ) Tadeusz Isakowicz-Zaleski - linh mục người Ba Lan Ignacy Jeż - Giám mục Công giáo Ba Lan Michał Józefchot - linh mục người Ba Lan Wojciech Lemański - linh mục người Ba Lan Lawrence Wnuk - linh mục người Ba Lan,0.5140309108257256,0.4286062911319032,0.38272340685228845,0.26915945298853083,0.9362226724624634
47,Spray the tray of the cage liberally with the cage cleaner .,Xịt dung dịch tẩy rửa khay vào khay .,"Sau đó , bạn có thể xịt một lượng lớn thuốc làm sạch quanh lồng .",0.05104731378176962,0.01712178955271981,0.017703011092920985,0.01101716760042848,0.526616632938385
48,"And when the bubble burst , it could n't refinance its loans .","Và khi bong bóng vỡ ra , nó không thể tái cấp vốn cho vay .","Và khi bong bóng nổ tung , nó không thể tái cấp vốn cho các khoản vay .",0.772184789761521,0.7069161919710272,0.6641758200182392,0.5660216224646276,0.945769190788269
49,"In order to get the best possible signal , try to place your router in a central location .","Để có tín hiệu tốt nhất có thể , bạn nên cố gắng đặt bộ định tuyến ở vị trí trung tâm .","Để có được tín hiệu tốt nhất có thể , hãy cố đặt bộ định tuyến ở vị trí trung tâm .",0.8695652173913043,0.7952427724875442,0.7638470745652999,0.681195157751836,0.9693112969398499
50,2015 : Uganda Press Photo Award 's top creative prize and was a runner - up in its portrait and daily life categories ; 2016 : Rencontres d'Arles Discovery Award ; 2017 : Okay Africa named her among Uganda 's best emerging artists,2015 : Giải thưởng sáng tạo hàng đầu của Giải thưởng Báo chí Uganda và là Á hậu trong các hạng mục chân dung và cuộc sống hàng ngày ; 2016 : Rencontre d ' Arles Khám phá ; 2017 : Okay Châu Phi được vinh danh là một trong những nghệ sĩ mới nổi nhất của,2015 : Giải thưởng sáng tạo hàng đầu của Uganda Press Photo Award và là người về nhì trong các hạng mục chân dung và cuộc sống hàng ngày ; 2016 : Rencontres d'Arles Discovery Award ; 2017 : Okay Africa đưa tên bà vào danh sách các nghệ sĩ mới nổi xuất sắc nhất của Uganda,0.6491228070175439,0.5797869282809969,0.5496132746303335,0.47159094402707935,0.8862084150314331
51,Never once seen a banger that could quit .,Chưa bao giờ thấy tên nào có thể .,Không có gã mua súng nào dừng lại được .,0.2982797722714565,0.057761629525894614,0.05972242358741472,0.028240990488565418,0.5387102365493774
52,What are you in America doing about it ?,Anh ở Mỹ làm gì với nó ?,Vậy mọi người ở Mỹ đang làm gì để đối phó với điều đó ?,0.3126465147588813,0.19296961832507198,0.09483488815551666,0.03832307238049897,0.7312872409820557
53,I 'll call if we need you .,Tôi sẽ gọi .,Tôi sẽ gọi nếu cần .,0.6065306597126334,0.49523020988320327,0.4608636396914616,0.2591626698761441,0.8896619081497192
54,He was nominated for the Nobel Prize in Literature sixteen times .,Ông đã được đề cử giải Nobel Văn học mười sáu lần,Ông đã được đề cử giải Nobel văn học mười sáu lần .,0.8433740467435463,0.7967818356789772,0.7663046815918945,0.676130446299448,0.8907114863395691
55,"It explains race , culture , capitalism and how democracy destroyed western civilization .","Nó giải thích chủng tộc , văn hoá , chủ nghĩa tư bản và cách dân chủ tàn phá nền văn minh phương Tây .","Nó diễn giải về các giống loài , văn hoá , chủ nghĩa tư bản và cách nền dân chủ huỷ diệt văn minh phương Tây .",0.7384930771093087,0.6306085168450909,0.6000629955926174,0.5074336995912824,0.9204685688018799
56,"Simply put , are you still willing to put in the energy to keep this relationship going ?","Nói đơn giản là , bạn vẫn sẵn sàng tích trữ năng lượng để duy trì mối quan hệ này .",Hãy tự hỏi liệu bạn còn sẵn sàng dành tâm trí để giữ gìn mối quan hệ này ?,0.38095238095238093,0.2760262237369417,0.23510504239756916,0.14528679532351443,0.7058978080749512
57,Their sole purpose is to make our lives better .,Mục đích duy nhất của họ là làm cho cuộc sống của chúng ta tốt đẹp hơn .,Mục đích duy nhất của chúng là làm cho cuộc sống của chúng ta tốt hơn .,0.8888888888888888,0.8244625898677896,0.7839120690166526,0.6899302125555485,0.9432283639907837
58,"If you 're not having any luck getting rid of the bats on your own , or you suspect you might be housing an entire bat colony , your best bet is to have the problem dealt with professionally .","Nếu bạn không thể tự mình diệt trừ những con dơi , hoặc nghi ngờ mình đang nuôi cả bầy dơi , tốt nhất là bạn nên cố gắng hết sức .","Nếu chẳng may không tự xua đuổi được lũ dơi hoặc nghi ngờ có cả tổ dơi trong nhà , tốt nhất là bạn nên nhờ dịch vụ chuyên nghiệp xử lý .",0.48461661723817206,0.32567278848003284,0.30186278431104396,0.2035859892740581,0.8287460803985596
59,"With her company Reinaudi created several characters that she would later include in her published stories , such as the little dog Rito , Marimonia , and Sonio .","Với công ty của mình , Reinoulti đã tạo ra một số nhân vật mà sau này bà sẽ bao gồm trong các câu chuyện được xuất bản , như The Little Dog Rito , Mariko và Sonio .","Với công ty của mình , Reinaudi đã tạo ra một số nhân vật mà sau này cô sẽ đưa vào những câu chuyện đã xuất bản của mình , chẳng hạn như chú chó nhỏ Rito , Marimonia và Sonio .",0.6647925692816627,0.5547846629663824,0.5079457751986217,0.4006068501333124,0.8864802122116089
60,"When you 're beginning a new enterprise , it might feel presumptuous to speak of your career like it 's the real deal .","Khi bạn bắt đầu một doanh nghiệp mới , có thể bạn sẽ cảm thấy bất khả thi khi nói về sự nghiệp của bạn như một sự thật sự .","Khi bắt đầu một doanh nghiệp mới , có thể bạn cảm thấy rằng sẽ là quá tự tin nếu bạn nói về sự nghiệp của mình như thể mọi chuyện đã thành công thật sự .",0.6379586808873945,0.529501434980893,0.49695065970033836,0.3989073184160731,0.913866400718689
61,Notice how the stick casts a shadow - that 's the shadow you 'll use to find your direction .,Chú ý cách chiếc que tạo bóng - đó là bóng mà bạn sẽ dùng để tìm .,Quan sát bóng của chiếc cọc vừa cắm - đó là cái bóng mà bạn sẽ dùng để tìm hướng .,0.611347912420999,0.49348453002245557,0.4662524139191587,0.36345074595774374,0.7822695970535278
62,"The cap is small , but sometimes fitting it can be uncomfortable .","Mũ nấm nhỏ , nhưng đôi khi cũng có thể không thoải mái .","Cái mũ cầu nhỏ , nhưng đôi khi cho vào sẽ khá khó chịu .",0.39902690558743836,0.3381028973520135,0.32099978007160035,0.2590647110307136,0.6949909925460815
63,"However , Steve Key of Computer And Video Games disliked the Dreamcast release 's low - resolution backgrounds , which he thought made the characters stand out too much from the environments , and thus lessened the game 's atmosphere .","Tuy nhiên , Steve Key của Máy tính và Trò chơi điện tử ghét bối cảnh độ phân giải thấp của Dreamcast , mà anh cho rằng làm cho các nhân vật trở nên nổi bật hơn so với môi trường xung quanh , và do đó làm giảm bầu không khí của trò chơi .","Tuy nhiên , Steve Key của Computer And Video Games không thích hình nền độ phân giải thấp trên phiên bản Dreamcast , và cho rằng nó làm các nhân vật nổi bật quá nhiều so với cảnh quan xung quanh , và do đó giảm bớt bầu không khí của trò chơi .",0.6785714285714286,0.5553751510839843,0.4990265707378627,0.3711111319804674,0.8976362347602844
64,"BG : So you 're basically pleading for rehabilitating growth , but the only way for that happen without compromising the capacity of the earth , to take us on a long journey , is for economic growth somehow to decouple from the underlying use of resources .","BG : Vì vậy , về cơ bản bạn đang nài nỉ để phục hồi tăng trưởng , nhưng cách duy nhất để điều đó xảy ra mà không ảnh hưởng đến khả năng của Trái Đất , để đưa chúng ta vào một hành trình dài , là để tăng trưởng kinh tế thoát ra khỏi việc sử dụng nguồn","BG : Vậy cơ bản là bạn đang đề xuất khôi phục tăng trưởng , nhưng cách duy nhất để điều đó xảy ra mà không vượt quá sức chịu đựng của trái đất và đưa chúng ta đi một chặng đường dài , là tách biệt tăng trưởng kinh tế với việc sử dụng tài nguyên .",0.5901639344262295,0.4958847036804647,0.45220228224957987,0.34795885779639607,0.8977766633033752
65,But what about those more dynamic and unpredictable situations that we now increasingly face ?,Nhưng còn những tình huống năng động và khó đoán mà bây giờ chúng ta đang phải đối mặt ?,Nhưng còn những tình huống năng động và khó đoán hơn mà chúng ta hiện đang đối mặt thì sao ?,0.8085450108256069,0.6672894841953497,0.6246099241847032,0.52109442701965,0.936177134513855
66,Adding specific details about why you 're thanking the person makes the note much more sincere and personal .,Thêm các chi tiết cụ thể về lý do bạn cảm ơn người đó khiến lời nhắn trở nên chân thành hơn và mang tính cá nhân hơn .,Thêm vào chi tiết cụ thể vì sao bạn cảm ơn người đó sẽ làm cho tấm thiếp thêm phần chân thành và nhân cách hoá .,0.5172413793103449,0.38442587221924474,0.3449301676807466,0.23705266435224473,0.796979546546936
67,You two lovebirds have a nice trip now .,Hai người có một chuyến đi vui vẻ .,Bây giờ hai anh bạn thân sẽ có một chuyến đi vui vẻ .,0.4462526605735588,0.4382114134615219,0.4328987781717535,0.41653323821535565,0.7521786689758301
68,I am her mother .,Tôi là cô ấy .,Chị là mẹ nó .,0.4,0.10000000000000002,0.10745699318235419,0.06389431042462725,0.8092880845069885
69,"The majority of Louis Latour 's Domaine vineyards are in Aloxe - Corton , the original home of the family .","Phần lớn các vườn nho Latour của Louis Latour nằm ở Aloxe-Corton ,","Phần lớn những vườn nho của Domaine Louis Latour nằm trong Aloxe-Corton , nơi khởi đầu phát triển của gia đình .",0.3849384002773616,0.2833069916263705,0.19362522328181783,0.06538042956281431,0.8183088898658752
70,"More worrisome , the Vietnamese government persists in criminalizing peaceful dissent , unsanctioned religious activity and efforts to seek sanctuary in Cambodia , by arresting and imprisoning Montagnards who engage in those activities .","Điều đáng lo ngại hơn , chính quyền Việt Nam vẫn tiếp tục hình sự hoá hình sự bất đồng chính kiến ôn hoà , hoạt động tôn giáo không được quy định và nỗ lực tìm nơi trú ẩn ở Campuchia , bằng cách bắt giam và xử phạt những người Thượng tham gia các hoạt động đó .","Chính quyền Việt Nam dai dẳng truy bắt những người chống đối ôn hoà , không thừa nhận những sinh hoạt tôn giáo , và truy lùng những nơi ẩn lánh tại Cambodia , bằng cách bắt giữ và giam cầm những người thiểu số can dự vào những hoạt động này .",0.4166666666666667,0.26574700172636695,0.2122459322739225,0.09614428458751705,0.8448570966720581
71,"List the reasons you might be angry at yourself , then read the list as if you are observer and let the feelings come and go .","Liệt kê lý do khiến bạn giận dữ về bản thân , sau đó đọc lại danh sách như thể bạn là người quan sát và để cảm giác đó lan tràn .","Liệt kê danh sách nguyên nhân khiến bạn trở nên tức giận với chính mình , và sau đó , đọc nó như thể bạn là người quan sát và cho phép cảm giác đến và đi .",0.5729365739256728,0.4297024304442546,0.36421462622049366,0.2575386320078348,0.8784204721450806
72,"Prosper 's unsecured personal loans are fully amortized over a period of three or five years , with no pre-payment penalties .","Các khoản vay cá nhân không có bảo đảm của Proactive được khấu hao hoàn toàn trong khoảng thời gian ba hoặc năm năm , không có hình phạt trước khi thanh toán .","Các khoản vay cá nhân không có bảo đảm của Prosper được phân bổ đầy đủ trong khoảng thời gian ba hoặc năm năm , không có hình phạt tiền thanh toán .",0.7941176470588235,0.7439596331985204,0.7239622180284515,0.659958302850984,0.9142376780509949
73,The law must ensure certain guidelines are set out in order to ensure that evidence presented to the court can be regarded as trustworthy .,Luật pháp phải đảm bảo các hướng dẫn nhất định được đưa ra để đảm bảo rằng các bằng chứng trình bày trước toà có thể được coi là đáng tin cậy .,Luật pháp phải đảm bảo các hướng dẫn nhất định được đặt ra để đảm bảo rằng bằng chứng được đưa ra toà án có thể được coi là đáng tin cậy .,0.8787878787878788,0.8285849565995211,0.7898718056989144,0.6971645241559928,0.9674471020698547
74,Just think about the first moment that you met her .,Hãy nghĩ về khoảnh khắc đầu tiên,Nghĩ về lúc mới gặp cô ta ấy nhé,0.10735389901075512,0.03666833725656689,0.038378370275803625,0.024822529802838878,0.6733143329620361
75,"He believed that it was "" more an interactive , cinematic experience than a video game "" .","Ông tin rằng đó là "" một trải nghiệm điện ảnh tương tác , tương tác hơn là một trò chơi video "" .","Ông tin rằng đó là "" nhiều trải nghiệm mang tính điện ảnh , tương tác hơn là một trò chơi video "" .",0.875,0.8042009266562571,0.7604391464856812,0.6688916893222756,0.9498395919799805
