texts,predictions,references,BLEU_1,BLEU_2,BLEU_3,BLEU_4,cosin similarity
I 'm afraid you are responsible .,Tôi e sợ anh đang trách nhiệm .,Tôi sợ rằng ông phải có trách nhiệm .,0.5515605641153721,0.37292300600205397,0.32591051666444887,0.13784336590962212,0.7968499660491943
"An old villain can be all that , but might also be twisted that way by life 's circumstances - giving him a lot more depth .","Một người đàn ông thường là tất cả , nhưng có thể là những lời kiện của cuộc sống của mình bằng cách hoàn toàn tiêu cực với nó trở nên rất sâu sắc hơn .","Một kẻ ác già dặn cũng có mọi tính chất như vậy , nhưng có thể biến đổi tuỳ theo hoàn cảnh , tạo thêm chiều sâu cho tính cách của nhân vật .",0.2777777777777778,0.15430334996209194,0.14044291075189455,0.08071364532479955,0.696574866771698
Take care of shallow water .,Hãy làm việc trong nước nước .,Dọn dẹp khu vực trũng thấp .,0.14285714285714285,0.048795003647426664,0.051070565444162705,0.033031643180138064,0.471661776304245
"Launched in 2004 , the Girl Detective series features Nancy driving a hybrid electric vehicle and using a cell phone .","ra từ năm 2004 , một nhóm phụ nữ của CNN Adoran là một sự kiện tụng của bộ phim và sử dụng điện thoại của nhân viên .","Từ năm 2004 , Nancy trong loạt truyện Nữ thám tử đã lái xe hơi hybrid chạy điện hiện đại cũng như sử dụng điện thoại di động .",0.27586206896551724,0.22194838080923762,0.19712348131075028,0.12045422179467957,0.6600663065910339
How was this possible ?,Làm sao đây vậy ?,Điều này xảy ra thế nào ?,0.13406400920712788,0.04739878501170794,0.050933309178549706,0.036015288308423515,0.6545172333717346
"my mama does n't say "" yes "" she says , "" ah ha "" and suddenly the sky in her mouth becomes a Hector Lavoe song .","Mẹ tôi đã viết một cụm từ đó , nhưng đã nói dối , Mark W. Cameron đã có mặt trời bằng cách cho cô ấy một bài hát của mình .","mẹ không nói "" có "" mẹ nói "" à ha "" và bầu trời ngôn ngữ từ miệng bà bỗng thành bản hoà ca Hector Lavoe",0.12500000000000003,0.020080483222562468,0.020245768628653505,0.00825101291002796,0.5814669132232666
A lobule of the lung enclosed in septa and supplied by a terminal bronchiole that branches into the respiratory bronchioles .,Một lời phóng xạ của dexlase và ngăn chặn sự phát triển bởi các mảng thụ thể thụ thể gây sốc bằng các cành sốt trầm cảm gây gây ra bệnh mạch gây gây kích ứng .,Một tiểu thuỳ của phổi được bao bọc trong vách ngăn và được cung cấp bởi một phế quản cuối phân nhánh vào các tiểu phế quản hô hấp .,0.1891891891891892,0.02292434351351256,0.023086363088187043,0.008151953870233094,0.6113384962081909
"I mean , I can get him fixed .","Tôi là , tôi có thể đưa nó ra lệnh .","Ý tôi là , tôi có thể đưa nó đi sửa .",0.6640732482052818,0.6031744815226179,0.5916801787749506,0.5387722220470361,0.8445495963096619
"Yes , now that 's all I remember !","Vâng , bây giờ , bây giờ anh nhớ là anh nhớ !","Phải , bây giờ tôi chỉ nhớ có bao nhiêu đó !",0.38461538461538464,0.25318484177091666,0.21758419323539382,0.08737167851715875,0.7675262689590454
Where did you find it ?,Anh đã tìm được không ?,Anh tìm thấy nó ở đâu vậy ?,0.35826565528689464,0.07165313105737894,0.07576396171561307,0.03849815007763549,0.7704548239707947
Learn to beatbox .,Học kế sư của Mark .,Luyện beatbox .,0.16666666666666669,0.05773502691896258,0.06104735835807843,0.040824829046386304,0.5681140422821045
"Little wog , let me tell you something .","i đi , để tôi nói với anh .","Nhóc con , để tôi nói cậu nghe .",0.5555555555555556,0.45643546458763845,0.42643667978180183,0.3155984539112945,0.7255752086639404
"For example , use regional terms such as "" soda "" versus "" pop "" to establish geography .","Ví dụ , sử dụng các hành tinh như INdehyd với các tác phẩm xuất hiện hơn với sự kiện gây ra .","Ví dụ , sử dụng từ ngữ địa phương như "" trái thơm "" thay cho "" quả dứa "" để tạo sự khác nhau về địa lý .",0.2679587469885725,0.1937338539909827,0.1823986755393883,0.13356145535181727,0.6329545378684998
"After the 1964 Tokyo Olympics , Nintendo 's stock price plummeted to its lowest recorded level of ¥ 60 .","Sau khi ại học Columbia , Nintendo đã đóng góp sự sụt giảm cao gấp đôi với giá thức tăng cường độ cao hơn của nó .","Sau Thế vận hội Tokyo 1964 , giá cổ phiếu của Nintendo đã giảm mạnh xuống mức thấp nhất được ghi nhận là ¥ 60 .",0.2962962962962963,0.10675210253672474,0.06062262982655616,0.020876149875884896,0.5947068333625793
Mark the shadow 's new location .,Tập đoàn bóng chày của lính mới .,Đánh dấu vị trí mới của bóng cọc .,0.4412484512922977,0.07458460120041083,0.07751502105431511,0.0346657712709552,0.5377762913703918
We have a situation where private companies are applying censorship standards that are often quite arbitrary and generally more narrow than the free speech constitutional standards that we have in democracies .,"Chúng ta có một tình huống cá nhân tự do tiêu cực , thường gây lại bệnh nhân gây sốc và thường xuyên hơn nhiều hơn với sự nghiệp tự do rõ ràng là đối với các tác phẩm khác .",Chúng ta có một tình huống là những công ty tư nhân đang áp dụng các tiêu chuẩn kiểm duyệt một cách khá tuỳ tiện và thông thường là hẹp hơn so với những tiêu chuẩn hiến pháp về tự do ngôn luận mà chúng ta đang có ở các nền dân chủ .,0.30196870482631055,0.1816247516448727,0.16515855129460974,0.10909860893050796,0.7174477577209473
David got ammonium nitrate instead .,David đã có nguồn gốc bằng cách thay thế .,David đã có được Nitrat amoni .,0.4,0.2981423969999719,0.25819888974716115,0.1122444464861146,0.6448808312416077
- The water system plans ?,Tập trung vào hệ thống không ?,- Còn hệ thống nước ?,0.42857142857142855,0.26726124191242434,0.15730093122823424,0.07730551756939454,0.723659098148346
"For the Skey test , start by purchasing a gold tester or gold verification pen employing the Skey method .","ối với các thử nghiệm vuông , bắt đầu bằng cách kiểm tra máy bay hoặc vàng để làm giảm các phương pháp Monteloid .","Đối với phép thử Skey , đầu tiên bạn cần mua một cây bút thử vàng dùng cho phương pháp này .",0.32,0.11547005383792518,0.06562815871609778,0.02265672090880199,0.6645917892456055
"Be careful to avoid : Fatty and greasy foods , especially fried food .","Cẩn thận để tránh các loại dưỡng và chất lỏng , đặc biệt là thuốc ăn .","Hãy cẩn thận để tránh : Thực phẩm giàu chất béo và mỡ , đặt biệt là thức ăn chiên rán .",0.43834636294910617,0.24748136583193223,0.19110382136506285,0.06343801610427949,0.6625667810440063
The blue numbers represent the lowest ratings and the red numbers represent the highest ratings NR denotes that the drama did not rank in the Top 20 daily programs on that date .,Các số lỗ nhỏ thuộc chế độ cao nhất và phần mềm đại diện chính phủ nhất là sự sụp đổ của sự phát triển cao nhất của các chương trình ngày càng tăng gấp 3 .,Những con số màu xanh đại diện thấp nhất và đánh giá của những con số đỏ đại diện cho các đánh giá cao nhất NR chứng tỏ rằng kịch đã không phải là thứ hạng trong Top 20 chương trình hàng ngày vào ngày đó .,0.2887682391368127,0.156482225512374,0.06266263169495964,0.01860618450267693,0.715806782245636
The components do n't really matter .,Các thành phần của nó có xu hướng cho phép bình thường .,Nhiều thành phần không quá quan trọng .,0.23076923076923078,0.1386750490563073,0.07969764130496686,0.036362270465000714,0.5341776013374329
To get back my i Pod ?,ể đi đi tôi à ?,Để lấy lại iPod à ?,0.3333333333333333,0.25819888974716115,0.15352597838656357,0.08633400213704504,0.5679603815078735
Paraldehyde has a hot burning taste and can upset the stomach .,Sự kích thích của bệnh trùng bị cháy bị cháy và có thể gây sốc như dạ dày .,Paraldehyd có vị nóng bỏng và có thể gây khó chịu cho dạ dày .,0.3684210526315789,0.31990495664579766,0.28560425782753884,0.183294136480062,0.7048055529594421
Because you shot it !,Vì anh bị bắn !,Bởi vì anh đã bắn nó !,0.40219202762138356,0.0820971038573123,0.08821907929486233,0.04739878501170794,0.7868970632553101
We preserve the anonymity of all of our volunteers .,Chúng ta sẽ làm cho sự tiêu cực của mình .,Chúng tôi đảm bảo tính nặc danh cho mọi tình nguyện viên .,0.2273871594750492,0.04354132608742513,0.044703448264163954,0.02068408840048898,0.5356364846229553
Go look after the horses .,i đi đi cùng với con ngựa .,Đi coi chừng ngựa đi .,0.375,0.07319250547114,0.0760682300541984,0.03655552228545124,0.683819055557251
But that thought is actually an expression of a sort of seductive line of argument that 's in the air .,Nhưng dù đó là một sự hứng thú của một sự kiện của một cụm từ tương lai mà bạn đang ở trên khí thải .,Nhưng suy nghĩ đó thực ra là sự biểu lộ cho lời lập luận đầy cám dỗ trong không trung .,0.19230769230769232,0.027735009811261455,0.028019508673006024,0.010864991539917157,0.5979319214820862
He should trust me above the Northman .,Nó phải tin tôi ở khu vực ở miền bắc .,Hắn nên tin ta hơn tên phương bắc .,0.2727272727272727,0.1651445647689541,0.09534625892455925,0.04411629359322707,0.6746970415115356
It 's bad enough that this charlatan has wasted our time once .,"Nó thật là không đủ đủ , xe tắm sẽ gây ra thời gian tuyệt vời .",Thằng bịp bợm đó từng làm mất thời gian của ta đã là tệ lắm rồi .,0.23529411764705885,0.12126781251816653,0.06930311006210862,0.028927969316143217,0.6213960647583008
"Firefox , the desktop web browser ; Firefox for Android , a project for Android smartphones and tablet computers ; Firefox for iOS , a project for iOS smartphones and tablets ; Safari , the default web browser for iOS ; Mobile browser","Máy tính , bộ phim thao tác quảng cáo ECMR , một tài khoản tài khoản cho Android , một dự án chuyên nghiệp cho mục tiêu Android và máy tính điện tử của Gane Inc. , một cuộc phỏng vấn của Trin@@","Firefox , trình duyệt web trên máy tính để bàn ; Firefox cho Android , một dự án cho điện thoại thông minh và máy tính bảng Android ; Firefox cho iOS , một dự án cho điện thoại thông minh và máy tính bảng iOS ; Safari , trình duyệt web mặc định cho iOS ; Trình duyệt di động",0.26012540877848706,0.1805564016898541,0.16150993927739007,0.10659073410161578,0.7159256339073181
Andrzeja Górska - Polish nun ( Commander 's Cross ) Tadeusz Isakowicz - Zaleski - Polish priest Ignacy Jeż - Polish Catholic Bishop Michał Józefczyk - Polish priest Wojciech Lemański - Polish priest Lawrence Wnuk - Polish priest,Andrina Jównik tiếng Rập tiếng Ba Lan Vácdóan Offków Wielkopolz Kamzka và Luarmar tiếng Ba Lan Rập tiếng Ba Lan present Hãng giả Shezo Wielko@@,Andrzeja Górska - nữ tu người Ba Lan ( Thập tự giá chỉ huy ) Tadeusz Isakowicz-Zaleski - linh mục người Ba Lan Ignacy Jeż - Giám mục Công giáo Ba Lan Michał Józefchot - linh mục người Ba Lan Wojciech Lemański - linh mục người Ba Lan Lawrence Wnuk - linh mục người Ba Lan,0.06945221230537213,0.050122816837902054,0.021645917932341326,0.008030036639966483,0.7916388511657715
Spray the tray of the cage liberally with the cage cleaner .,Xịt các lớp chất lỏng trong khung nhẹ và phần mềm của chất giãn .,"Sau đó , bạn có thể xịt một lượng lớn thuốc làm sạch quanh lồng .",0.06236713233544119,0.020414436057463375,0.02079617953215787,0.012365482332258055,0.5999480485916138
"And when the bubble burst , it could n't refinance its loans .","Và khi cocaine đã mọc dậy , nó có thể dùng phòng cho nó là trang web của nó .","Và khi bong bóng nổ tung , nó không thể tái cấp vốn cho các khoản vay .",0.3499999999999999,0.1919429739874786,0.09199939991443859,0.03312498979466406,0.557112991809845
"In order to get the best possible signal , try to place your router in a central location .","ể đưa ra một bộ phận tốt nhất , bạn cần phải chuyển sang máy bay ở cấp địa .","Để có được tín hiệu tốt nhất có thể , hãy cố đặt bộ định tuyến ở vị trí trung tâm .",0.27145122541078787,0.11369840667387848,0.0648074080967749,0.02425113719986906,0.5688894391059875
2015 : Uganda Press Photo Award 's top creative prize and was a runner - up in its portrait and daily life categories ; 2016 : Rencontres d'Arles Discovery Award ; 2017 : Okay Africa named her among Uganda 's best emerging artists,Vào năm 2015 đến giải thưởng giải thưởng của BBC vào giải thưởng sáng tạo và là một nhân viên thuyết phục cho sự phát triển của nó và ngày lễ luận về sự kiện của ảnh hưởng vào năm 2017 đến việc giải phóng,2015 : Giải thưởng sáng tạo hàng đầu của Uganda Press Photo Award và là người về nhì trong các hạng mục chân dung và cuộc sống hàng ngày ; 2016 : Rencontres d'Arles Discovery Award ; 2017 : Okay Africa đưa tên bà vào danh sách các nghệ sĩ mới nổi xuất sắc nhất của Uganda,0.22126818663867626,0.10749489666272964,0.08214924721714896,0.024751900802902467,0.6366737484931946
Never once seen a banger that could quit .,Không bao giờ gặp một lần tên đứng đạn .,Không có gã mua súng nào dừng lại được .,0.2,0.04714045207910317,0.048549177170732344,0.025098621243978974,0.6401517987251282
What are you in America doing about it ?,Anh đang ở Mỹ ở đó không ?,Vậy mọi người ở Mỹ đang làm gì để đối phó với điều đó ?,0.26053876229906775,0.12456135301616755,0.07279809494628012,0.03078984545176574,0.690845251083374
I 'll call if we need you .,Tôi đã lấy cho anh biết nếu chúng ta cần .,Tôi sẽ gọi nếu cần .,0.36363636363636365,0.19069251784911848,0.11009637651263608,0.04740604259878138,0.745182454586029
He was nominated for the Nobel Prize in Literature sixteen times .,ng ta được đề cập cho các giải thưởng New York trong cuộc bầu cử Algérie .,Ông đã được đề cử giải Nobel văn học mười sáu lần .,0.29411764705882354,0.13558153613666013,0.07748323257551228,0.03058760346458022,0.6002079248428345
"It explains race , culture , capitalism and how democracy destroyed western civilization .","Nó liên quan đến hành vi của ại học , luật pháp luật pháp dân cư và lý thuyết dân chủ yếu tạo ra các quốc gia Quốc gia .","Nó diễn giải về các giống loài , văn hoá , chủ nghĩa tư bản và cách nền dân chủ huỷ diệt văn minh phương Tây .",0.23333333333333334,0.08969937018449044,0.05088612557571831,0.01806193387447607,0.7541764378547668
"Simply put , are you still willing to put in the energy to keep this relationship going ?","Bạn chỉ đơn giản là , bạn vẫn sẵn sàng để đưa mối quan hệ nào để giữ bất kỳ mối quan hệ nào .",Hãy tự hỏi liệu bạn còn sẵn sàng dành tâm trí để giữ gìn mối quan hệ này ?,0.32,0.2309401076758503,0.1650460813963178,0.05697863655544794,0.7037381529808044
Their sole purpose is to make our lives better .,Họ cho sự tiêu cực của họ là để làm sống .,Mục đích duy nhất của chúng là làm cho cuộc sống của chúng ta tốt hơn .,0.32962031510022183,0.044445994221132025,0.04551775110682946,0.01757428513297901,0.6558258533477783
"If you 're not having any luck getting rid of the bats on your own , or you suspect you might be housing an entire bat colony , your best bet is to have the problem dealt with professionally .","Nếu bạn đang làm việc không có gì đó bị bỏ tay của bạn , hoặc bạn nghĩ rằng bạn nghĩ rằng bạn là một trong những đặc điểm của bạn thuộc sở hữu một mối quan hệ của bạn , bạn nên có một vấn đề","Nếu chẳng may không tự xua đuổi được lũ dơi hoặc nghi ngờ có cả tổ dơi trong nhà , tốt nhất là bạn nên nhờ dịch vụ chuyên nghiệp xử lý .",0.19148936170212763,0.06451985904290103,0.03648209243518541,0.012041494936658497,0.5725053548812866
"With her company Reinaudi created several characters that she would later include in her published stories , such as the little dog Rito , Marimonia , and Sonio .","Với công ty của công ty La Mã tạo ra một người , bà ấy sẽ có bao gồm trong cuộc trò chuyện của bà , như là một lá bùa , và em trai .","Với công ty của mình , Reinaudi đã tạo ra một số nhân vật mà sau này cô sẽ đưa vào những câu chuyện đã xuất bản của mình , chẳng hạn như chú chó nhỏ Rito , Marimonia và Sonio .",0.376214099951384,0.21329334604014835,0.18908731792171093,0.09662278390556238,0.710264265537262
"When you 're beginning a new enterprise , it might feel presumptuous to speak of your career like it 's the real deal .","Khi bạn đang bắt đầu đe doạ bạo lực , bạn nên cảm thấy sự lo lắng của bạn , vì nó đang thực sự tự do .","Khi bắt đầu một doanh nghiệp mới , có thể bạn cảm thấy rằng sẽ là quá tự tin nếu bạn nói về sự nghiệp của mình như thể mọi chuyện đã thành công thật sự .",0.3366593387495612,0.13447176999168314,0.06419056915972364,0.019556444240671166,0.6953214406967163
Notice how the stick casts a shadow - that 's the shadow you 'll use to find your direction .,Bạn nên nhận ra cái tên của một bóng tiệc mới của tên đàn ông này sẽ dùng để tìm kiếm .,Quan sát bóng của chiếc cọc vừa cắm - đó là cái bóng mà bạn sẽ dùng để tìm hướng .,0.36363636363636365,0.2279211529192759,0.2084774772517422,0.12858902882463452,0.6752530336380005
"The cap is small , but sometimes fitting it can be uncomfortable .","Chiếc xe nhỏ , nhưng đôi khi nó bị đau .","Cái mũ cầu nhỏ , nhưng đôi khi cho vào sẽ khá khó chịu .",0.37916941549029753,0.3247012885792923,0.31023350579255493,0.25526076207555654,0.659972071647644
"However , Steve Key of Computer And Video Games disliked the Dreamcast release 's low - resolution backgrounds , which he thought made the characters stand out too much from the environments , and thus lessened the game 's atmosphere .","Tuy nhiên , Atlus tính không thể áp lực của các bức ảnh hoặc kết nối của chương trình phát triển của Al Qaeda là một chất chống lại sự kiện của nó trở nên tồi tệ hơn với các khí hậu , và do đó không có","Tuy nhiên , Steve Key của Computer And Video Games không thích hình nền độ phân giải thấp trên phiên bản Dreamcast , và cho rằng nó làm các nhân vật nổi bật quá nhiều so với cảnh quan xung quanh , và do đó giảm bớt bầu không khí của trò chơi .",0.27578028205768607,0.16090675399052537,0.1423793785310708,0.07352439491922656,0.6904822587966919
"BG : So you 're basically pleading for rehabilitating growth , but the only way for that happen without compromising the capacity of the earth , to take us on a long journey , is for economic growth somehow to decouple from the underlying use of resources .","BG Snapchat , bạn đang làm việc của bạn về những bức tranh của mình để quyết định là một cách dẫn đến sự phát triển của nó , nhưng những cách duy nhất mà không có sự tiêu cực của nó để giữ năng lượng của Trái đất ,","BG : Vậy cơ bản là bạn đang đề xuất khôi phục tăng trưởng , nhưng cách duy nhất để điều đó xảy ra mà không vượt quá sức chịu đựng của trái đất và đưa chúng ta đi một chặng đường dài , là tách biệt tăng trưởng kinh tế với việc sử dụng tài nguyên .",0.28972888824851195,0.15872279538877213,0.10669289837422158,0.030008294921196686,0.7020383477210999
But what about those more dynamic and unpredictable situations that we now increasingly face ?,Nhưng điều gì về những gì khác yêu thích và không có mối quan hệ là những tình huống ngày càng trở nên không ?,Nhưng còn những tình huống năng động và khó đoán hơn mà chúng ta hiện đang đối mặt thì sao ?,0.24,0.14142135623730948,0.12019277170567418,0.044588192733265836,0.6575480103492737
Adding specific details about why you 're thanking the person makes the note much more sincere and personal .,Sử dụng các cuộc thảo luận cụ thể của bạn đang tiến hành tình dục để báo cáo niềm vui và sự tiêu cực của bạn .,Thêm vào chi tiết cụ thể vì sao bạn cảm ơn người đó sẽ làm cho tấm thiếp thêm phần chân thành và nhân cách hoá .,0.18518518518518515,0.0843949472569722,0.047926397000293976,0.018561813742586367,0.6505740284919739
You two lovebirds have a nice trip now .,"Hai người yêu con nhỏ , đồ vui .",Bây giờ hai anh bạn thân sẽ có một chuyến đi vui vẻ .,0.12750076016387393,0.030239460414052875,0.03126597844843184,0.01636203585580252,0.5298408269882202
I am her mother .,Tôi là mẹ của cô .,Chị là mẹ nó .,0.5,0.316227766016838,0.1880301546543197,0.09554427922043669,0.8368905186653137
"The majority of Louis Latour 's Domaine vineyards are in Aloxe - Corton , the original home of the family .","Các phần lớn nhất của Margrave ở phía đông đã bị loại ở almerase , một ngôi sao của Tỉnh Homs , trong nhà của gia đình .","Phần lớn những vườn nho của Domaine Louis Latour nằm trong Aloxe-Corton , nơi khởi đầu phát triển của gia đình .",0.2857142857142857,0.17817416127494956,0.16252475214054085,0.09941490945601678,0.6160553097724915
"More worrisome , the Vietnamese government persists in criminalizing peaceful dissent , unsanctioned religious activity and efforts to seek sanctuary in Cambodia , by arresting and imprisoning Montagnards who engage in those activities .","Tuy nhiên , với sự quan tâm của chính phủ Việt Nam muốn biết đến các cuộc biểu tình tình dục khác , bao gồm sự kiện tôn trọng và các nỗ lực để làm việc và đưa ra các nhân vật của Jose and","Chính quyền Việt Nam dai dẳng truy bắt những người chống đối ôn hoà , không thừa nhận những sinh hoạt tôn giáo , và truy lùng những nơi ẩn lánh tại Cambodia , bằng cách bắt giữ và giam cầm những người thiểu số can dự vào những hoạt động này .",0.13021997821167436,0.04977468462348647,0.028151696528033395,0.009901953169745976,0.6703606843948364
"List the reasons you might be angry at yourself , then read the list as if you are observer and let the feelings come and go .","Bộ phim bạn có thể bị giận dữ với bản thân , sau đó đọc sách về bài tập thể hoặc để cảm nhận cảm giác .","Liệt kê danh sách nguyên nhân khiến bạn trở nên tức giận với chính mình , và sau đó , đọc nó như thể bạn là người quan sát và cho phép cảm giác đến và đi .",0.29572135873878647,0.12302752179029718,0.058749356198194394,0.018280830878301825,0.7261011004447937
"Prosper 's unsecured personal loans are fully amortized over a period of three or five years , with no pre-payment penalties .","Trữ liệu gây ra sự sụt giảm điện thoại của mình là lượng lỏng tâm thần nhất trong khoảng thời gian ba , như 5 năm , với tính hợp ứng .","Các khoản vay cá nhân không có bảo đảm của Prosper được phân bổ đầy đủ trong khoảng thời gian ba hoặc năm năm , không có hình phạt tiền thanh toán .",0.2725968471964718,0.20643280712489995,0.18317940356950482,0.12890254954517297,0.6410126686096191
The law must ensure certain guidelines are set out in order to ensure that evidence presented to the court can be regarded as trustworthy .,Luật sư phải đảm bảo một phần của một sự tích cực của mình để đảm bảo các công ty công khai công khai theo luật chính xác .,Luật pháp phải đảm bảo các hướng dẫn nhất định được đặt ra để đảm bảo rằng bằng chứng được đưa ra toà án có thể được coi là đáng tin cậy .,0.27035961814839377,0.20508106075611526,0.18214276896163945,0.06077255140096157,0.7464944124221802
Just think about the first moment that you met her .,Chắc chắn về thời gian đầu tiên của cô ấy khi gặp cô ấy .,Nghĩ về lúc mới gặp cô ta ấy nhé,0.26666666666666666,0.13801311186847082,0.07906176749339683,0.033241378434410024,0.690420925617218
"He believed that it was "" more an interactive , cinematic experience than a video game "" .","Anh ấy tin rằng nó đang bị quấy rầy nhiều từ đó , những người bị đe doạ xây dựng .","Ông tin rằng đó là "" nhiều trải nghiệm mang tính điện ảnh , tương tác hơn là một trò chơi video "" .",0.24767939992862334,0.10361172665811298,0.05901711965430549,0.02203823930718979,0.47789233922958374
"The character , Jumpman , would later become Mario and Nintendo 's official mascot .","Sự tự nhiên , nhảy , bạn sẽ trở thành người của nhóm tư tưởng và Nintendo đóng vai trò của toà nhà của toà án tài chính .",Nhân vật Jumpman sau này sẽ trở thành Mario và là linh vật chính thức của Nintendo .,0.27586206896551724,0.14037248126871923,0.1191168073347235,0.040931410461557835,0.6258395314216614
Let 's just try and stay on it .,Hãy để lại sự cố gắng và đi xa .,Chúng ta hãy cố đi tiếp đi .,0.3,0.05773502691896258,0.059460355750136064,0.02777619034011792,0.6955884099006653
